"","991
147","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","991
153","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
160","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Reading","Course Total","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"528
LAW","Dept. Total","3360","1.282","10.8",".","12.4",".","1.8","0.1","0.1","32.5",".",".",".",".","0.2","0.0","0.1","2.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Senior","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special","","6","",".",".",".",".",".",".",".","50.0",".",".",".",".",".",".","50.0","."
"Graduate","","1","***","","","","","","","","","",".",".",".",".",".","100.0","."
"Prof Yr 1","","665","1.230","14.9",".","18.8",".","2.6","0.5",".","0.8",".",".",".",".","0.2",".",".","."
"Prof Yr 2","","1296","1.218","10.0",".","10.4",".","1.9",".",".","37.7",".",".",".",".","0.2","0.1",".","2.2"
"Prof Yr 3","","1320","1.432","9.9",".","10.6",".","0.8","0.1","0.2","44.4",".",".",".",".","0.3",".",".","5.0"
"Prof Yr 4","","70","1.202","4.3",".","22.9",".","8.6",".",".","14.3",".",".",".",".",".",".",".","."
"Professionals","","3351","1.281","10.8",".","12.4",".","1.8","0.1","0.1","32.5",".",".",".",".","0.2","0.0",".","2.8"
"","Dept. Total","3360","1.282","10.8",".","12.4",".","1.8","0.1","0.1","32.5",".",".",".",".","0.2","0.0","0.1","2.8"
