"MARKETING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","",""
"","437
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"New Product Innovation","Course Total","45","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","445
001","25","3.680","60.0","24.0","12.0",".","4.0",".",".",".",".",".",".",".",".",".",".","."
"","445
002","16","3.563","56.3","6.3","31.3","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Marketing Analytics","Course Total","41","3.634","58.5","17.1","19.5","2.4","2.4",".",".",".",".",".",".",".",".",".",".","."
"","450
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","450
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Marketing Analytics","Course Total","4","***","","","","","","","","","","","","","","","",""
"","460
001","43","3.570","27.9","60.5","9.3","2.3",".",".",".",".",".",".",".",".",".",".",".","."
"","460
002","50","3.480","28.0","40.0","32.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","460
003","39","3.231","10.3","51.3","20.5","10.3","7.7",".",".",".",".",".",".",".",".",".",".","."
"","460
100","15","2.600",".","20.0","40.0","20.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".","."
"Marketing Strategy","Course Total","147","3.350","20.4","46.9","23.1","5.4","2.7","0.7","0.7",".",".",".",".",".",".",".",".","."
"Consumer Behavior","705
050","35","3.871","77.1","20.0","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Research","710
050","35","3.743","54.3","40.0","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Global Sourcing","724
001","21","3.643","38.1","52.4","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supply Chain Strategy","726
001","20","3.625","45.0","35.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Info Tech in Supply Chains","727
001","23","3.652","39.1","52.2","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategic Pricing","730
001","8","3.500","12.5","75.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"New Product Innovation","737
001","30","3.759","50.0","46.7",".",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"Digital Marketing Analytics","745
001","39","3.538","48.7","20.5","23.1","5.1","2.6",".",".",".",".",".",".",".",".",".",".","."
"Marketing in a Digital Age","755
050","35","3.571","37.1","40.0","22.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Growth Marketing Strategies","760
050","65","3.415","18.5","52.3","24.6","3.1","1.5",".",".",".",".",".",".",".",".",".",".","."
"","765
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
002","27","3.500","51.9","18.5","18.5",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","765
003","18","3.306","11.1","38.9","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
005","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","77","3.605","61.0","16.9","18.2",".","3.9",".",".",".",".",".",".",".",".",".",".","."
"","815
001","45","3.489","31.1","37.8","28.9","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"","815
002","46","3.402","26.1","30.4","41.3","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"Marketing Analytics","Course Total","91","3.445","28.6","34.1","35.2","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Marketing","840
007","23","3.891","78.3","21.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","972
001","9","3.667","44.4","44.4","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","972
002","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Seminar-Research Methods","Course Total","15","3.714","46.7","40.0","6.7",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"","990
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
107","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
120","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
138","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 64 of 480"
