"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","331","3.932","75.5","5.7","0.9","0.3","",".","",".","",".","17.5","",".",".","",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.978","85.7","4.8",".",".","",".","",".","",".","9.5","",".",".","",".","",".","",".",".",".","."
"Sophomore","","71","3.911","74.6","7.0","1.4",".","",".","",".","",".","16.9","",".",".","",".","",".","",".",".",".","."
"Junior","","110","3.922","73.6","2.7","1.8","0.9","",".","",".","",".","20.9","",".",".","",".","",".","",".",".",".","."
"Senior","","119","3.951","81.5","5.9",".",".","",".","",".","",".","12.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","321","3.936","77.6","5.0","0.9","0.3","",".","",".","",".","16.2","",".",".","",".","",".","",".",".",".","."
"Special","","12","3.750","25.0","25.0",".",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"","College Total","333","3.932","75.7","5.7","0.9","0.3","",".","",".","",".","17.4","",".",".","",".","",".","",".",".",".","."
