"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"Intro to Operating Systems","Course Total","282","3.244","30.5","35.1","14.9","6.4","8.2","1.4","3.2","0.4",".",".",".",".",".",".",".","."
"Thry & Desgn-Progrmg Langs","538
001","110","2.977","30.0","16.4","16.4","10.0","20.9","4.5","1.8",".",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrks","539
001","48","3.146","16.7","29.2","25.0","25.0","4.2",".",".",".",".",".",".",".",".",".",".","."
"","540
001","124","3.468","43.5","25.8","18.5","6.5","4.8","0.8",".",".",".",".",".",".",".",".",".","."
"","540
002","197","3.599","46.7","31.5","17.8","3.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"","540
003","122","3.451","37.7","27.9","29.5","1.6","1.6","0.8","0.8",".",".",".",".",".",".",".",".","."
"Intro-Artificl Intelligence","Course Total","443","3.521","43.3","28.9","21.2","3.6","2.3","0.5","0.2",".",".",".",".",".",".",".",".","."
"Intro Big Data Systems","544
001","286","3.556","53.8","21.7","15.4","5.6","1.7","0.7","1.0",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","552
001","21","3.650","57.1","19.0","14.3",".","4.8",".",".","4.8",".",".",".",".",".",".",".","."
"","559
001","144","3.358","50.0","15.3","16.0","7.6","2.8","2.8","3.5","1.4",".",".",".",".","0.7",".",".","."
"","559
010","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Graphics","Course Total","165","3.438","55.8","13.9","13.9","6.7","2.4","2.4","3.0","1.2",".",".",".",".","0.6",".",".","."
"Database Mgt Systems","564
001","249","3.246","34.1","19.7","22.1","12.4","9.2","2.0",".",".",".",".",".",".","0.4",".",".","."
"Intro Data Visualization","565
001","77","3.836","81.8","9.1","3.9","2.6",".","1.3",".",".",".",".",".",".","1.3",".",".","."
"Medical Image Analysis","567
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Humn-Comp Interaction","570
001","200","3.950","93.0","4.0","1.5","1.0",".",".",".",".",".",".",".",".","0.5",".",".","."
"","571
001","141","3.457","40.4","29.1","19.9","5.7","4.3",".","0.7",".",".",".",".",".",".",".",".","."
"","571
002","137","3.460","35.8","40.9","13.9","4.4","3.6",".","1.5",".",".",".",".",".",".",".",".","."
"Building User Interfaces","Course Total","278","3.459","38.1","34.9","16.9","5.0","4.0",".","1.1",".",".",".",".",".",".",".",".","."
"","577
001","243","2.920","28.8","10.3","22.2","17.3","10.7","9.5","1.2",".",".",".",".",".",".",".",".","."
"","577
002","234","2.908","24.4","18.4","21.8","12.0","11.1","10.3","1.7",".",".",".",".",".","0.4",".",".","."
"Introduction to Algorithms","Course Total","477","2.914","26.6","14.3","22.0","14.7","10.9","9.9","1.5",".",".",".",".",".","0.2",".",".","."
"Virtual Reality","579
001","91","3.797","75.8","9.9","12.1","2.2",".",".",".",".",".",".",".",".",".",".",".","."
"User Experience Design 2","612
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","638
001","23","3.545","69.6","8.7","4.3",".","8.7",".","4.3","4.3",".",".",".",".",".",".",".","."
"","638
002","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
003","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
005","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
006","10","3.650","80.0","10.0",".",".",".","10.0",".",".",".",".",".",".",".",".",".","."
"","638
007","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","96","3.752","88.5","5.2","1.0",".","2.1","1.0","1.0","1.0",".",".",".",".",".",".",".","."
"","639
001","103","3.529","44.7","35.0","11.7","2.9","4.9",".","1.0",".",".",".",".",".",".",".",".","."
"","639
002","85","3.906","83.5","15.3",".","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"","639
003","14","3.769","64.3","14.3","14.3",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"","639
004","13","3.731","84.6","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".",".","."
"","639
005","57","3.798","71.9","19.3","5.3","3.5",".",".",".",".",".",".",".",".",".",".",".","."
"","639
006","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","639
00A","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","639
00B","2","***","","","","","","","","","",".",".",".",".",".",".","."
"UG Elective Topic in Computing","Course Total","287","3.729","65.5","23.0","6.6","2.1","1.7","0.3","0.3",".",".",".",".",".",".","0.3",".","."
"Intro to Computer Networks","640
001","112","3.554","42.0","33.9","16.1","6.3","0.9",".",".","0.9",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","Page 225 of 480",""
