"BUS","","","","","","","","","","","","","","","","","","",""
"FINANCE, INVESTMENT & BANKI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Dept. Total
233
FINANCE","2002","3.299","31.7","23.4","18.7","8.4","7.3","1.4","0.5","0.3","",".","7.7","0.2","0.0","0.0",".","0.0","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","",""
"Freshmen","13","",".",".",".",".",".",".",".",".","",".","92.3","7.7",".",".",".",".","."
"Sophomore","176","3.028","13.6","15.9","20.5","7.4","11.9","1.1","0.6",".","",".","28.4","0.6",".",".",".",".","."
"Junior","596","3.231","27.9","23.5","20.6","9.6","8.2","1.8","0.5",".","",".","7.6","0.3",".",".",".",".","."
"Senior","949","3.316","34.5","23.2","18.3","9.4","7.5","1.6","0.2","0.2","",".","5.1","0.1",".",".",".",".","."
"Undergraduates","1734","3.264","29.8","22.4","19.2","9.2","8.1","1.6","0.3","0.1","",".","8.9","0.3",".",".",".",".","."
"Special","40","3.000","17.5","20.0","25.0","10.0","7.5",".","5.0","12.5","",".",".",".",".","2.5",".",".","."
"Graduate","227","3.598","48.9","32.2","13.2","2.6","1.3",".","0.9",".","",".",".",".","0.4",".",".","0.4","."
"Prof Yr 3","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Dept. Total","2002","3.299","31.7","23.4","18.7","8.4","7.3","1.4","0.5","0.3","",".","7.7","0.2","0.0","0.0",".","0.0","."
