"BIOMEDICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Program
1","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"BME Design & Fundamentals
201","001","","143","3.913","85.3","12.6","1.4","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"BME Design and Communication
301","001","","69","3.913","87.0","8.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bioinstrumentation
310","001","","80","3.506","40.0","35.0","15.0","6.3","3.8",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics
315","001","","50","3.640","54.0","26.0","16.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".","."
"Applied Statistics for BME
325","001","","60","3.725","70.0","18.3","8.3",".","1.7",".","1.7",".",".",".",".",".",".",".",".","."
"Honors in Research
389","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","093","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","096","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","097","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","099","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","118","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","127","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","133","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","145","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","149","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","150","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","161","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","75","4.000","98.7",".",".",".",".",".",".",".",".",".",".",".",".",".","1.3","."
"BME Design Capstone II
402","001","","133","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biomechanics of Human Movement
415","001","","21","3.881","81.0","14.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biol Interactions w/ Materials
430","001","","126","3.325","15.1","43.7","35.7","4.0","0.8","0.8",".",".",".",".",".",".",".",".",".","."
"Computers in Medicine
463","001","","14","3.821","78.6","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"489","120","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","121","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"489","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
