"416
GEOG","","","","","","","","","","","","","","","","","","","","",""
"","999
007","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","3","***","","","","","","","","","","","","","","","","","",""
"416
GEOG","Dept. Total","2014","3.556","52.5","16.8","12.4","3.3","4.2","0.9","1.1","6.4","",".",".","",".","0.3","0.5","0.2","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"416
GEOG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.194","32.2","23.0","20.7","4.6","13.8","2.3","2.3",".","",".",".","",".",".","1.1",".",".","."
"Sophomore","","414","3.434","47.8","20.8","17.4","4.6","6.5","1.0","1.9",".","",".",".","",".",".",".",".",".","."
"Junior","","511","3.527","56.2","18.4","14.7","3.7","3.7","1.6","1.4",".","",".",".","",".",".","0.4",".",".","."
"Senior","","681","3.608","59.2","18.6","11.9","3.5","4.0","0.7","0.6","0.4","",".",".","",".",".","0.6","0.3","0.1","."
"Undergraduates","","1693","3.518","54.1","19.3","14.5","3.9","5.0","1.1","1.2","0.2","",".",".","",".",".","0.4","0.1","0.1","."
"Special","","147","3.914","21.8","3.4","0.7",".",".",".",".","56.5","",".",".","",".",".",".","2.0","15.6","."
"Graduate","","174","3.918","63.2","3.4","1.7",".",".",".","0.6","24.1","",".",".","",".","4.0","2.3",".","0.6","."
"","Dept. Total","2014","3.556","52.5","16.8","12.4","3.3","4.2","0.9","1.1","6.4","",".",".","",".","0.3","0.5","0.2","1.2","."
