"ALS","","","","","","","","","","","","","","","","","","","","",""
"COMMUNITY & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
864
C&E SOC","208","3.558","58.7","17.8","12.5","1.4","4.3","1.4","0.5","1.0","",".",".","",".","",".","2.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
C&E SOC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","15","3.309","46.7","20.0","13.3",".","13.3","6.7",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","44","3.592","56.8","18.2","18.2",".","6.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","55","3.424","52.7","20.0","14.5","3.6","1.8","3.6","1.8",".","",".",".","",".","",".","1.8",".",".","."
"Senior","74","3.659","62.2","18.9","9.5","1.4","4.1",".",".",".","",".",".","",".","",".","4.1",".",".","."
"Undergraduates","188","3.540","56.9","19.1","13.3","1.6","4.8","1.6","0.5",".","",".",".","",".","",".","2.1",".",".","."
"Special","2","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","18","4.000","83.3",".",".",".",".",".",".","11.1","",".",".","",".","",".","5.6",".",".","."
"Dept. Total","208","3.558","58.7","17.8","12.5","1.4","4.3","1.4","0.5","1.0","",".",".","",".","",".","2.4",".",".","."
