"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","Dept. Total","478","3.925","87.4","6.9","1.9","0.4","0.4","",".","0.4","",".","",".",".","",".","",".","2.3",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.888","80.0","15.0","5.0",".",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","90","3.914","86.7","10.0","1.1",".",".","",".","1.1","",".","",".",".","",".","",".","1.1",".",".","."
"Junior","","94","3.880","84.0","7.4","3.2","1.1","2.1","",".",".","",".","",".",".","",".","",".","1.1",".","1.1","."
"Senior","","112","3.879","87.5","8.0","2.7","0.9",".","",".","0.9","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","316","3.889","85.8","8.9","2.5","0.6","0.6","",".","0.6","",".","",".",".","",".","",".","0.6",".","0.3","."
"Special","","4","***","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","158","3.980","90.5","3.2","0.6",".",".","",".",".","",".","",".",".","",".","",".","5.7",".",".","."
"","Dept. Total","478","3.925","87.4","6.9","1.9","0.4","0.4","",".","0.4","",".","",".",".","",".","",".","2.3",".","0.2","."
