"EDUCATIONAL PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","",""
"","301
001","101","3.757","69.3","19.8","5.0","5.0","1.0",".",".",".",".",".",".",".",".",".",".","."
"","301
002","108","3.869","81.5","14.8","1.9",".",".",".","0.9","0.9",".",".",".",".",".",".",".","."
"","301
003","102","3.875","79.4","12.7","5.9",".",".",".",".",".",".",".",".",".","2.0",".",".","."
"How People Learn","Course Total","311","3.834","76.8","15.8","4.2","1.6","0.3",".","0.3","0.3",".",".",".",".","0.6",".",".","."
"Human Dev-Infancy&Childhood","320
001","113","3.827","78.8","15.0","2.7","1.8","0.9","0.9",".",".",".",".",".",".",".",".",".","."
"Human Develop-Adolescence","321
001","95","3.457","31.6","34.7","27.4","3.2","2.1",".",".",".",".",".",".",".","1.1",".",".","."
"Mind, Brain and Education","326
001","98","3.376","32.7","31.6","20.4","8.2","5.1","1.0",".",".",".",".",".",".",".","1.0",".","."
"Hum Devel Chldhood-Adolescn","331
001","71","3.570","42.3","40.8","7.0","8.5","1.4",".",".",".",".",".",".",".",".",".",".","."
"","470
025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","470
028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","470
029","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","470
047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","470
077","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Experience Ed Psych","Course Total","20","3.969","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
001","27","3.741","77.8","14.8","3.7",".",".",".","3.7",".",".",".",".",".",".",".",".","."
"","506
002","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
003","7","3.917","71.4","14.3",".",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"","506
004","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","506
005","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Issues in Ed Psych","Course Total","86","3.912","90.7","5.8","1.2",".",".",".","1.2",".",".",".",".",".",".","1.2",".","."
"Learning Analytics Theory&Prac","525
001","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Found of Instruct Coaching","640
001","20","3.800","95.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"Instruct Coaching Practicum","643
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Capstone","695
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
025","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
077","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
081","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ind Reading-Undergrad","Course Total","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Research in Ed Psyc II","710
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
002","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
003","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","711
005","20","3.800","95.0",".",".",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","711
012","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","711
017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","711
019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Current Topics-Ed Psych","Course Total","59","3.957","94.9","1.7",".",".",".",".","1.7",".",".",".",".",".","1.7",".",".","."
"Ed Psych Diversity Seminar","712
001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Qualitative Research","719
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","Page 102 of 480",""
