"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","154","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","155","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","161","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","164","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","167","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","175","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","178","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","179","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","182","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","183","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","185","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","60","",".",".",".",".",".",".",".","73.3",".",".",".","21.7",".",".","5.0","."
