"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDUC Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","",""
"","100
001","99","3.929","91.9","6.1",".",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"","100
002","100","3.850","88.0","6.0","2.0",".","3.0",".","1.0",".",".",".",".",".",".",".",".","."
"","100
003","97","3.830","79.4","14.4","3.1","1.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"","100
004","98","3.907","87.8","8.2","1.0",".","2.0",".",".",".",".",".",".",".","1.0",".",".","."
"Disability and Society","Course Total","394","3.879","86.8","8.6","1.5","0.3","2.0","0.3","0.3",".",".",".",".",".","0.3",".",".","."
"Disability and Substance Abuse","121
001","68","3.970","97.1",".",".",".","1.5",".",".",".",".",".",".",".","1.5",".",".","."
"Health & Rhabilitatn Prfessns","125
001","69","3.978","97.1","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Disability & Crim Justice Syst","135
001","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
001","69","3.949","95.7","1.4",".","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","71","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","52","3.885","86.5","9.6",".","1.9","1.9",".",".",".",".",".",".",".",".",".",".","."
"Individls with Disabilities","Course Total","192","3.951","94.8","3.1",".","1.6","0.5",".",".",".",".",".",".",".",".",".",".","."
"","310
001","25","3.960","96.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
002","23","3.935","95.7",".",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","310
003","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Positive Psych and Well Being","Course Total","73","3.966","97.3",".","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"Health Prmtion Disab & Illness","316
001","45","3.811","88.9","4.4",".","2.2","2.2",".","2.2",".",".",".",".",".",".",".",".","."
"","325
001","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
002","30","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Self Mngmt Illness, Disability","Course Total","60","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Sport Psychology","335
001","36","3.956","91.7",".",".","2.8",".",".",".",".",".",".",".",".",".",".","5.6","."
"Tching Math in Inclusive Set","365
001","26","3.808","80.8","3.8","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Current Topics in Special Ed","405
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"ECSE Mthds Infant & Toddlers","455
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching Sem - Dual Major","457
001","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
001","36","3.972","97.2",".","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","464
002","16","3.875","93.8",".",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"Diagnosis and Assessment","Course Total","52","3.942","96.2",".","1.9",".","1.9",".",".",".",".",".",".",".",".",".",".","."
"Reading Inst for Stdt with Dis","465
001","28","3.911","82.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Diversity in Special Education","466
001","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","467
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","467
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem Stdt Teaching Seminar","Course Total","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","468
002","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Secondary Student Teaching Smr","Course Total","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","472
001","30","3.967","96.7",".","3.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","472
002","24","3.854","83.3","8.3","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"Methods in Transtn & Voc Educ","Course Total","54","3.917","90.7","3.7","3.7","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"Class Mgmt for Inclusive Class","473
001","38","3.987","97.4","2.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
