"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Topics-Physical Chemistry
860","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Statistical Mechanics
864","001","","10","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic-Macromoleculr/Biophys
872","002","","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chemistry-Biology Interface
890","001","","27","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Genomic Sciences Program Semin
923","157","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Physical Chemistry
960","002","","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","007","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"980","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","013","","7","3.714","85.7",".",".",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"980","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"980","017","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","019","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","020","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","023","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","029","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","030","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","036","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","049","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"980","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"980","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","058","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"980","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"980","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
