"","990
182","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
183","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
184","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
185","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","60","",".",".",".",".","",".","",".","",".","73.3","",".",".","",".","21.7","",".",".","5.0","."
"704
PATH","Dept. Total","492","3.891","24.8","3.5","1.6",".","",".","",".","",".","56.3","",".","10.2","",".","2.6","",".",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"704
PATH","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","***","","","","","","","","","","","","","",".","",".",".","",".",".","20.0","."
"Junior","","10","3.900","80.0","20.0",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","57","3.945","87.7","10.5",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".","1.8","."
"Undergraduates","","72","3.941","86.1","11.1",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".","2.8","."
"Graduate","","222","3.816","47.7","4.1","3.6",".","",".","",".","",".","16.7","",".","20.7","",".","5.9","",".",".","1.4","."
"Prof Yr 3","","71","",".",".",".",".","",".","",".","",".","94.4","",".","5.6","",".",".","",".",".",".","."
"Prof Yr 4","","173","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","244","",".",".",".",".","",".","",".","",".","98.4","",".","1.6","",".",".","",".",".",".","."
"","Dept. Total","538","3.891","31.2","3.2","1.5",".","",".","",".","",".","51.5","",".","9.3","",".","2.4","",".",".","0.9","."
