"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","",""
"","101
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","101
002","","11","2.682","9.1","27.3","36.4",".","9.1","9.1","9.1",".",".",".",".",".",".",".",".","."
"","101
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"First Semester German","Course Total","","22","3.227","36.4","27.3","22.7",".","4.5","4.5","4.5",".",".",".",".",".",".",".",".","."
"","102
001","","10","3.300","10.0","70.0",".","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","102
002","","12","3.417","58.3",".","33.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"","102
003","","6","3.333","33.3","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","102
004","","15","3.600","33.3","53.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester German","Course Total","","43","3.442","34.9","39.5","16.3","2.3","4.7","2.3",".",".",".",".",".",".",".",".",".","."
"Second Semester Dutch","112
001","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","","13","3.417","30.8","38.5","7.7","7.7","7.7",".",".","7.7",".",".",".",".",".",".",".","."
"","203
002","","11","3.182","45.5","27.3",".","9.1",".","18.2",".",".",".",".",".",".",".",".",".","."
"Third Semester German","Course Total","","24","3.304","37.5","33.3","4.2","8.3","4.2","8.3",".","4.2",".",".",".",".",".",".",".","."
"","204
001","","8","3.500","62.5",".","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","204
002","","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Semester German","Course Total","","29","3.690","65.5","17.2","10.3","3.4","3.4",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Dutch","214
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","249
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","249
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed German-Speak & Listen","Course Total","","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","258
001","","11","3.545","81.8",".","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","258
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate German-Reading","Course Total","","15","3.667","86.7",".","6.7",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"","262
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
002","","6","3.417","66.7",".",".","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"Intermediate German-Writing","Course Total","","13","3.731","84.6",".",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"Nazi Culture","272
001","","29","3.569","55.2","20.7","13.8","3.4","6.9",".",".",".",".",".",".",".",".",".",".","."
"","276
001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","276
002","","33","3.803","72.7","15.2","12.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","276
003","","23","3.109","39.1","21.7","13.0",".","13.0","13.0",".",".",".",".",".",".",".",".",".","."
"","276
004","","11","4.000","81.8",".",".",".",".",".",".","18.2",".",".",".",".",".",".",".","."
"Spec Tops in Ger & World Lit/s","Course Total","","80","3.641","66.3","15.0","8.8",".","3.8","3.8",".","2.5",".",".",".",".",".",".",".","."
"Topics in German Culture","278
001","","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"German Fairytales (Re)imagined","280
001","","63","3.738","71.4","15.9","7.9","1.6","1.6","1.6",".",".",".",".",".",".",".",".",".","."
"Intensive (Honors) German","285
001","","17","3.853","82.4","5.9","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-German Linguistics","352
001","","15","3.833","86.7","6.7",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Topics in German Literature","362
001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
001","","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","372
002","","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in German Culture","Course Total","","33","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 255 of 480",""
