"","990
196","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
210","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
211","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","37","",".",".",".",".",".",".",".","100.0","",".",".","",".",".",".",".",".","."
"600
MATH","Dept. Total","7575","2.988","33.0","11.7","22.8","8.3","13.8","5.5","2.7","0.6","",".","0.7","",".","0.0","0.6","0.0","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1169","2.705","20.2","11.2","22.5","12.1","19.2","9.7","4.0",".","",".",".","",".",".","1.1",".",".","."
"Sophomore","","2677","2.951","29.2","12.6","25.8","8.4","15.1","5.5","2.8",".","",".",".","",".",".","0.5",".","0.0","."
"Junior","","1814","2.982","31.1","11.9","25.2","8.3","14.4","5.3","2.5",".","",".","0.4","",".",".","0.8","0.1",".","0.1"
"Senior","","1166","3.050","34.3","12.2","21.9","8.2","11.7","5.0","2.7","0.2","",".","3.0","",".","0.1","0.5","0.1",".","0.3"
"Undergraduates","","6826","2.927","29.0","12.1","24.4","9.0","15.1","6.1","2.9","0.0","",".","0.6","",".","0.0","0.7","0.0","0.0","0.1"
"Special","","182","3.557","61.0","7.1","14.8","2.7","5.5","1.6","0.5","1.1","",".","3.3","",".",".",".",".","2.2","."
"Graduate","","567","3.761","72.3","7.8","6.2","1.6","1.9","0.5","0.9","7.6","",".","0.5","",".",".","0.4",".","0.4","."
"","Dept. Total","7575","2.988","33.0","11.7","22.8","8.3","13.8","5.5","2.7","0.6","",".","0.7","",".","0.0","0.6","0.0","0.1","0.1"
