"","990
023","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
024","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","33","",".",".",".",".",".",".",".","90.9","",".",".","",".","9.1",".",".",".","."
"188
ASTRON","Dept. Total","800","3.380","37.9","22.9","15.3","8.8","5.5","1.1","0.5","6.9","",".",".","",".","0.5","0.1",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","105","3.136","27.6","26.7","13.3","12.4","16.2","1.9","1.0","1.0","",".",".","",".",".",".",".",".","."
"Sophomore","","267","3.417","42.7","26.2","14.6","9.4","4.9","1.5","0.7",".","",".",".","",".",".",".",".",".","."
"Junior","","148","3.385","37.8","25.0","22.3","9.5","4.1","0.7","0.7",".","",".",".","",".",".",".",".",".","."
"Senior","","147","3.427","42.9","21.8","17.7","10.9","4.8","1.4",".",".","",".",".","",".","0.7",".",".",".","."
"Undergraduates","","667","3.367","39.3","25.0","16.8","10.2","6.4","1.3","0.6","0.1","",".",".","",".","0.1",".",".",".","."
"Special","","39","3.214","5.1","12.8",".","5.1","2.6",".",".","61.5","",".",".","",".",".",".",".","12.8","."
"Graduate","","98","3.689","43.9","11.2","10.2",".",".",".",".","30.6","",".",".","",".","3.1","1.0",".",".","."
"","Dept. Total","804","3.380","38.2","22.8","15.2","8.7","5.5","1.1","0.5","6.8","",".",".","",".","0.5","0.1",".","0.6","."
