"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","102","001","7","3.500","14.3","71.4","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102","002","14","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","","Course Total","21","3.500","33.3","42.9","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Swedish","112","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Danish","122","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Norwegian","202","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Swedish","212","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Danish","222","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","299","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"The Nordic Storyteller","345","001","7","3.000",".",".","42.9",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"WWII in Nordic Culture","348","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scand Lit-the 20th Century","374","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Scand Langs","401","001","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Languages of Northern Europe","404","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Old Norse-Icelandc Lit","409","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","411","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Kierkegaard & Scand Lit","426","001","16","3.875","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","436","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","436","002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Scandinavian Literature","","Course Total","10","3.833","70.0","10.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"Sami Culture,Yesterday & Today","443","001","24","3.625","58.3","16.7","20.8",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","520","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey-Scand Lit: 1800-1890","635","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
