"ALS","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","Dept. Total","285","3.270","35.8","13.7","13.7","4.2","4.9","1.4","0.4","14.4","0.4","9.8","",".","1.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","4.000","16.7",".",".",".",".",".",".",".",".","83.3","",".",".","",".",".",".","."
"Sophomore","","19","4.000","10.5",".",".",".",".",".",".",".",".","89.5","",".",".","",".",".",".","."
"Junior","","31","2.809","29.0","9.7","12.9","9.7","16.1","6.5",".",".",".","16.1","",".",".","",".",".",".","."
"Senior","","133","3.301","39.1","20.3","21.8","6.0","6.0","0.8",".","5.3",".","0.8","",".",".","",".",".",".","."
"Undergraduates","","189","3.220","33.9","15.9","17.5","5.8","6.9","1.6",".","3.7",".","14.8","",".",".","",".",".",".","."
"Special","","4","***","","","","","","","","","",".","",".",".","",".",".",".","."
"Graduate","","92","3.443","37.0","9.8","6.5","1.1","1.1","1.1","1.1","37.0","1.1",".","",".","4.3","",".",".",".","."
"","Dept. Total","285","3.270","35.8","13.7","13.7","4.2","4.9","1.4","0.4","14.4","0.4","9.8","",".","1.4","",".",".",".","."
