"EDU","","","","","","","","","","","","","","","","","","","","",""
"EDUCATIONAL POLICY STUDIES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
310
ED POL","1487","3.809","78.4","10.4","3.7","1.9","0.9","0.4","0.9","2.5","",".",".","",".","",".","0.7","0.3",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"310
ED POL","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","97","3.776","74.2","14.4","4.1","5.2",".","1.0",".",".","",".",".","",".","",".","1.0",".",".","."
"Sophomore","363","3.800","78.5","11.3","5.2","2.8","1.4",".","0.6",".","",".",".","",".","",".",".","0.3",".","."
"Junior","433","3.774","80.1","10.6","4.2","0.9","0.7","0.9","1.8",".","",".",".","",".","",".","0.2","0.5",".","."
"Senior","476","3.824","80.9","10.7","2.9","1.9","1.1","0.2","0.8","0.2","",".",".","",".","",".","1.3",".",".","."
"Undergraduates","1369","3.798","79.5","11.1","4.0","2.0","0.9","0.4","1.0","0.1","",".",".","",".","",".","0.6","0.2",".","."
"Special","13","3.950","69.2","7.7",".",".",".",".",".","15.4","",".",".","",".","",".",".","7.7",".","."
"Graduate","105","3.993","64.8","1.0",".",".",".",".",".","32.4","",".",".","",".","",".","1.9",".",".","."
"Dept. Total","1487","3.809","78.4","10.4","3.7","1.9","0.9","0.4","0.9","2.5","",".",".","",".","",".","0.7","0.3",".","."
