"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","110","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","133","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","136","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","137","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","139","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","140","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","44","",".",".",".",".",".",".",".","86.4",".",".",".","11.4","2.3",".",".","."
