"","990
185","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
186","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
189","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","145","",".",".",".",".",".",".",".","75.9","0.7",".","",".","23.4",".",".",".","."
"754
PHYSICS","Dept. Total","3660","3.174","31.7","21.2","19.0","12.0","9.3","1.3","0.8","3.2","0.1","0.0","",".","0.9","0.4","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","147","3.091","28.6","23.8","24.5","5.4","15.0","2.0","0.7",".",".",".","",".",".",".",".",".","."
"Sophomore","","687","3.213","34.2","24.3","18.0","11.2","10.0","1.3","0.7",".","0.1",".","",".",".",".",".",".","."
"Junior","","1273","3.115","29.6","21.4","20.6","14.9","11.0","1.5","0.5",".",".",".","",".",".","0.4",".",".","."
"Senior","","1145","3.186","32.6","21.3","21.0","13.5","9.0","1.3","0.7",".",".","0.1","",".",".","0.4",".",".","."
"Undergraduates","","3252","3.160","31.6","22.1","20.4","13.2","10.3","1.4","0.6",".","0.0","0.0","",".",".","0.3",".",".","."
"Special","","48","2.806","27.1","14.6","4.2","4.2","10.4","4.2","6.3","16.7",".",".","",".",".",".","2.1","10.4","."
"Graduate","","360","3.577","33.1","13.6","8.9","1.9",".",".","1.1","30.6","0.3",".","",".","9.4","1.1",".",".","."
"","Dept. Total","3660","3.174","31.7","21.2","19.0","12.0","9.3","1.3","0.8","3.2","0.1","0.0","",".","0.9","0.4","0.0","0.1","."
