"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
050","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".","",".","69.6","4.3",".","",".","26.1",".",".",".","."
"Advanced Independent Study","999
001","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"684
N E","Dept. Total","279","3.553","41.9","15.4","6.5","4.7","3.2","0.7","",".","20.4","0.4",".","",".","5.0","0.7",".","1.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","6","3.833","66.7","33.3",".",".",".",".","",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","19","3.868","84.2","10.5",".","5.3",".",".","",".",".",".",".","",".",".",".",".",".","."
"Junior","","20","3.791","70.0","25.0",".","5.0",".",".","",".",".",".",".","",".",".",".",".",".","."
"Senior","","85","3.346","45.9","22.4","11.8","8.2","8.2","2.4","",".",".",".",".","",".",".","1.2",".",".","."
"Undergraduates","","130","3.511","56.2","21.5","7.7","6.9","5.4","1.5","",".",".",".",".","",".",".","0.8",".",".","."
"Graduate","","149","3.627","29.5","10.1","5.4","2.7","1.3",".","",".","38.3","0.7",".","",".","9.4","0.7",".","2.0","."
"","Dept. Total","279","3.553","41.9","15.4","6.5","4.7","3.2","0.7","",".","20.4","0.4",".","",".","5.0","0.7",".","1.1","."
