"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Physical Chemistry
562","001","","92","3.451","38.0","31.5","14.1","12.0","3.3",".",".","1.1",".",".",".",".",".",".",".","."
"563","001","","10","3.500","50.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"563","003","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"563","004","","9","3.611","33.3","55.6","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab I","Course Total","","28","3.643","50.0","35.7","10.7",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"564","001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","003","","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","004","","14","3.679","57.1","21.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","006","","13","3.577","30.8","53.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab II","Course Total","","48","3.615","41.7","39.6","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry
565","001","","71","3.121","35.2","15.5","25.4","5.6","8.5","5.6","2.8",".",".",".",".",".","1.4",".",".","."
"Advanced Topics in Chemistry
575","001","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spectrochemical Measuremts
605","001","","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Phys Meth-Struct Determintn
606","001","","20","3.600","30.0","35.0","15.0",".",".",".",".","5.0",".",".",".",".","15.0",".",".","."
"Laboratory Safety
607","001","","69","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Experimental Spectroscopy
623","001","","10","3.833","60.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","10.0"
"Genomic Science
626","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Computational Chem
635","001","","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Topics-Chem Instrumentatn: NMR
636","001","","28","3.815","71.4","17.9","3.6","3.6",".",".",".",".",".",".",".",".","3.6",".",".","."
"Materials Chem of Polymers
654","001","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biophysical Chemistry
665","001","","16","3.567","56.3",".","31.3","6.3",".",".",".","6.3",".",".",".",".",".",".",".","."
"682","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","048","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis
692","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"July 16, 2024","","","","","","","","","","","","","","","","","","","Page 205 of 480",""
