"BUS","","","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Dept. Total
236
M H R","2221","3.601","51.7","27.3","15.1","3.6","1.4","0.2","0.3","0.4","",".",".","",".","0.0","",".",".","0.0","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","24","3.114","25.0","25.0","25.0","12.5","12.5",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","238","3.406","32.4","34.9","21.0","8.4","2.9","0.4",".",".","",".",".","",".",".","",".",".",".","."
"Junior","552","3.552","44.6","33.3","14.9","4.9","1.8","0.2","0.4",".","",".",".","",".",".","",".",".",".","."
"Senior","601","3.660","59.4","22.8","12.5","3.7","0.7","0.3","0.5","0.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","1415","3.567","48.5","29.0","15.1","5.1","1.7","0.3","0.4","0.1","",".",".","",".",".","",".",".",".","."
"Special","26","3.500","57.7","11.5","19.2",".","3.8",".","3.8","3.8","",".",".","",".",".","",".",".",".","."
"Graduate","763","3.675","56.5","25.2","15.3","1.0","0.8",".","0.1","0.8","",".",".","",".","0.1","",".",".","0.1","."
"Prof Yr 2","9","3.944","88.9","11.1",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","8","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","17","3.971","94.1","5.9",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Dept. Total","2221","3.601","51.7","27.3","15.1","3.6","1.4","0.2","0.3","0.4","",".",".","",".","0.0","",".",".","0.0","."
