"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","",""
"","360
011","20","3.425","35.0","50.0","5.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","360
012","20","3.875","80.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
013","19","3.474","26.3","52.6","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","360
014","17","3.500","35.3","35.3","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","360
016","18","3.528","27.8","50.0","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
017","19","3.553","31.6","57.9","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","360
018","20","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
020","20","3.700","45.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
022","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
023","17","3.441","29.4","47.1","11.8","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","360
024","17","3.618","41.2","47.1","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","360
025","18","3.667","50.0","38.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","360
026","20","3.650","45.0","45.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","360
027","18","3.639","33.3","61.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","360
028","20","3.550","25.0","65.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","360
100","10","3.300","40.0","20.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Workplace Communication","Course Total","429","3.648","46.4","42.7","7.2","2.6","0.9",".","0.2",".",".",".",".",".",".",".",".","."
"Case Interview Analysis","370
001","50","3.930","86.0","14.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","450
001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Exp Bus-Extended Intrnshp","451
002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Machine Learning-BusAnalytics","656
001","40","3.538","37.5","45.0","7.5","7.5","2.5",".",".",".",".",".",".",".",".",".",".","."
"","710
020","36","3.917","86.1","11.1","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","710
021","34","3.926","85.3","14.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ethics, Integrity and Society","Course Total","70","3.921","85.7","12.9","1.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consulting Practicum","725
020","70","3.764","62.9","28.6","7.1","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","745
010","73","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","745
080","21","3.786","90.5","4.8",".",".",".",".","4.8",".",".",".",".",".",".",".",".","."
"Robotic Process Automation","Course Total","94","3.922","97.9","1.1",".",".",".",".","1.1",".",".",".",".",".",".",".",".","."
"","746
010","79","3.949","94.9","1.3","2.5","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","746
080","21","3.905","90.5","4.8",".","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Adv SQL & Data Warehousing","Course Total","100","3.940","94.0","2.0","2.0","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Experience in Business","750
001","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Business Data Technology","760
001","19","3.842","78.9","10.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","777
010","57","3.561","36.8","40.4","21.1","1.8",".",".",".",".",".",".",".",".",".",".",".","."
"","777
011","62","3.831","71.0","27.4",".",".","1.6",".",".",".",".",".",".",".",".",".",".","."
"Consulting Skills Bootcamp","Course Total","119","3.702","54.6","33.6","10.1","0.8","0.8",".",".",".",".",".",".",".",".",".",".","."
"","790
010","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","790
011","23","3.717","60.9","21.7","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","790
012","29","3.448","20.7","51.7","24.1","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","790
013","28","3.893","82.1","14.3","3.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","790
014","3","***","","","","","","","","","",".",".",".",".",".",".","."
