"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Dante's Divine Comedy","253","001","28","3.464","50.0","21.4","21.4",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Crusades: Christianity & Islam","309","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Nordic Storyteller","345","001","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Medieval Art","415","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Topic in Medieval Literature","423","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Old English","520","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"633
MEDIEVAL","","Dept. Total","46","3.348","41.3","21.7","23.9",".","4.3","6.5",".",".","2.2",".",".",".",".",".",".","."
