"ALS","","","","","","","","","","","","","","","","","","","","","",""
"WILDLIFE ECOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","","",""
"WL ECOL
960","Dept. Total","502","3.086","32.9","10.4","24.1","12.2","14.5","2.8","1.6","0.6","",".",".","",".","1.0","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"960
WL ECOL","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","67","2.685","34.3","9.0","20.9","10.4","17.9","3.0","4.5",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","78","2.759","34.6","9.0","20.5","9.0","17.9","6.4","2.6",".","",".",".","",".",".","",".",".",".","."
"Junior","","106","2.820","22.6","14.2","29.2","11.3","18.9","1.9","1.9",".","",".",".","",".",".","",".",".",".","."
"Senior","","223","3.044","30.9","10.3","28.3","14.8","12.1","2.7","0.4",".","",".",".","",".","0.4","",".",".",".","."
"Undergraduates","","474","2.926","30.2","10.8","26.2","12.4","15.4","3.2","1.7",".","",".",".","",".","0.2","",".",".",".","."
"Special","","5","3.364","40.0",".","60.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","61","3.907","80.3","1.6","3.3","3.3",".",".",".","4.9","",".",".","",".","6.6","",".",".",".","."
"","Dept. Total","540","3.086","35.9","9.6","23.9","11.3","13.5","2.8","1.5","0.6","",".",".","",".","0.9","",".",".",".","."
