"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"665
Biophysical Chemistry","001","","11","3.636","72.7",".","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"681","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"682
Senior Honors Thesis","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","047","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","32","3.937","90.6","6.3","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Inorg&Organometal Chemistry","001","","14","3.500","21.4","42.9","21.4",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"874
Intmed Quantum Chemistry","001","","17","3.733","58.8","11.8","17.6",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"914
Inorganc Spectro&Phys Meths","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915
Struct&Bond-Inorg Compounds","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922
Kinetics & Ionization Proc","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923
Spctroscpy&Spectrochem Anal","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"941
Synthetic Organic Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Physical Organic Chem","001","","7","4.000","28.6",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","."
"943
Smr-Bio-Organic Chemistry","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962
Smr-Macromolecular Chem","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","15","4.000","20.0",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","."
"990","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","10","4.000","70.0",".",".",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"990","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 169 of 370",""
