"","990
027","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
029","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
030","3","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Thesis-Research","Course Total","37","4.000","43.2",".",".",".",".",".",".","48.6","",".",".","",".","8.1","",".",".",".","."
"CBE
220","Dept. Total","846","3.097","30.4","14.4","19.6","14.1","11.8","2.2","0.5","5.3","",".","0.1","",".","1.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","48","2.993","20.8","18.8","22.9","20.8","14.6",".","2.1",".","",".",".","",".",".","",".",".",".","."
"Junior","","143","2.747","11.9","10.5","31.5","24.5","17.5","3.5","0.7",".","",".",".","",".",".","",".",".",".","."
"Senior","","455","3.018","31.2","14.9","20.2","15.2","14.7","3.1","0.4","0.2","",".",".","",".",".","",".",".",".","."
"Undergraduates","","646","2.950","26.2","14.2","22.9","17.6","15.3","2.9","0.6","0.2","",".",".","",".",".","",".",".",".","."
"Special","","21","3.566","38.1","42.9","4.8","9.5",".",".",".","4.8","",".",".","",".",".","",".",".",".","."
"Graduate","","188","3.734","46.8","11.2","9.0","1.6","0.5",".",".","23.4","",".","0.5","",".","6.9","",".",".",".","."
"","Dept. Total","855","3.097","31.0","14.3","19.4","13.9","11.7","2.2","0.5","5.4","",".","0.1","",".","1.5","",".",".",".","."
