"PhD Thesis-Marketing","Course Total","11","4.000","54.5",".",".",".",".",".",".","36.4","",".",".","",".","9.1","",".",".",".","."
"","999
025","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
067","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Readng & Rsch-Marketing PhD","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1301","3.283","19.9","29.7","37.5","6.4","2.8","0.5","0.1","2.8","",".",".","",".","0.1","",".","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","417","3.223","16.5","27.8","44.8","6.7","3.4","0.7",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","615","3.256","19.7","30.2","36.6","8.1","3.6","0.7","0.2","0.8","",".",".","",".",".","",".","0.2",".","."
"Undergraduates","","1032","3.242","18.4","29.3","39.9","7.6","3.5","0.7","0.1","0.5","",".",".","",".",".","",".","0.1",".","."
"Special","","47","3.295","8.5","46.8","29.8","6.4","2.1",".",".","4.3","",".",".","",".",".","",".",".","2.1","."
"Graduate","","221","3.499","29.4","28.5","27.6","0.9",".",".",".","13.1","",".",".","",".","0.5","",".",".",".","."
"Prof Yr 2","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","1301","3.283","19.9","29.7","37.5","6.4","2.8","0.5","0.1","2.8","",".",".","",".","0.1","",".","0.1","0.1","."
