"LAW","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","",""
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","16","3.750","18.8","18.8",".",".",".",".",".","62.5",".",".",".",".",".",".",".","."
"990","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","10","2.833","20.0","10.0","40.0",".","10.0",".","10.0","10.0",".",".",".",".",".",".",".","."
"990","076","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","092","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Research","Course Total","","79","3.902","39.2","5.1","5.1",".","1.3",".","1.3","48.1",".",".",".",".",".",".",".","."
"991","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"991","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","093","","85","",".",".",".",".",".",".",".","98.8",".",".",".",".",".",".",".","1.2"
"Directed Reading","Course Total","","100","3.759","7.0","1.0","2.0",".",".",".",".","89.0",".",".",".",".",".",".",".","1.0"
