"ELECTRICAL AND COMPUTER E Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","","",""
"554
Digital Engineering Lab","001","","23","3.543","39.1","30.4","30.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"556
Dsgn Automation Digital Sys","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".","6.3",".",".",".","."
"712
Solid State Power Conversn","001","","16","4.000","93.8",".",".",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"713
Electrmgntc Dsgn-AC Machins","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"717
Linear Systems","001","","16","3.625","31.3","62.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"720
Discrete Time Stochastc Sys","001","","7","3.286","28.6","28.6","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"737
Filter Banks, Wavelets&Appl","001","","15","3.433","26.7","46.7","20.0",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"740
Electromagnetic Theory","001","","15","3.633","53.3","20.0","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"741
Semiconductor Diode Lasers","001","","18","3.750","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"745
Solid State Electronics","001","","12","3.500","25.0","50.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"748
Linear Waves","001","","10","3.550","50.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","","8","3.500","50.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"755
VLSI Systems Design","001","","34","3.578","38.2","32.4","23.5",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"757
Adv Computr Architecture II","001","","10","3.400","20.0","40.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"777
Nonlin Dyn,Bifurcatn,Chaos","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"780
Robot Motion Planning","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","018","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","025","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","040","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"790","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
