"ELECTRICAL AND COMPUTER E Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"320
E C E","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
001","13","3.500","38.5","38.5","7.7","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","14","3.429","35.7","28.6","21.4","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
170","15","3.200","33.3","20.0","13.3","20.0","13.3",".",".",".",".",".",".",".",".",".",".","."
"","170
004","15","2.967","20.0","13.3","26.7","20.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"","170
005","15","3.600","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
006","17","3.382","29.4","23.5","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","170
007","16","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
008","12","2.958","25.0",".","25.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".","."
"","170
009","15","3.567","40.0","33.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
010","9","3.444","44.4","11.1","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Laboratory","Course Total","141","3.372","35.5","24.1","24.1","12.1","4.3",".",".",".",".",".",".",".",".",".",".","."
"","220
001","31","2.903","22.6","22.6","25.8","9.7","6.5","6.5","6.5",".",".",".",".",".",".",".",".","."
"","220
002","55","2.718","20.0","10.9","21.8","12.7","25.5","5.5","3.6",".",".",".",".",".",".",".",".","."
"Electrodynamics I","Course Total","86","2.785","20.9","15.1","23.3","11.6","18.6","5.8","4.7",".",".",".",".",".",".",".",".","."
"","230
001","38","2.842","23.7","10.5","26.3","15.8","13.2","7.9","2.6",".",".",".",".",".",".",".",".","."
"","230
002","54","2.849","18.5","11.1","31.5","11.1","20.4","3.7","1.9","1.9",".",".",".",".",".",".",".","."
"Circuit Analysis","Course Total","92","2.846","20.7","10.9","29.3","13.0","17.4","5.4","2.2","1.1",".",".",".",".",".",".",".","."
"","270
002","17","3.765","58.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
003","13","3.423","38.5","15.4","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","004
270","17","3.882","88.2",".","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","270
005","16","3.767","68.8","6.3","18.8",".",".",".",".",".",".",".",".",".",".","6.3",".","."
"Circuits Laboratory I","Course Total","63","3.726","65.1","14.3","17.5","1.6",".",".",".",".",".",".",".",".",".","1.6",".","."
"","271
001","11","3.545","27.3","54.5","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
002","15","3.667","40.0","53.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","271
003","16","3.594","37.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
271","11","3.545","27.3","63.6",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","271
005","12","3.375","41.7","41.7","8.3",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"Circuits Laboratory II","Course Total","65","3.554","35.4","50.8","10.8","1.5",".",".","1.5",".",".",".",".",".",".",".",".","."
"Trans Lines & Netwks Lab","301
001","8","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Electric Machines Lab","304
001","10","3.722","50.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".","10.0",".","."
"","305
001","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","6","3.900","66.7","16.7",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Semiconductr Properties Lab","Course Total","16","3.800","62.5","25.0","6.3",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"Linear Active Circuits Lab","306
001","10","3.350","40.0","50.0",".",".",".",".","10.0",".",".",".",".",".",".",".",".","."
"Nonlinear Elec Circuits Lab","308
001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Optoelectronics Lab","001
313","17","3.647","35.3","58.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","315
001","10","3.500","40.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","002
315","12","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
315","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Microprocessor Lab","Course Total","28","3.536","35.7","39.3","21.4","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","320
001","32","3.000","37.5","3.1","15.6","21.9","18.8",".","3.1",".",".",".",".",".",".",".",".","."
"","320
002","36","2.514","5.6","2.8","30.6","27.8","27.8","2.8","2.8",".",".",".",".",".",".",".",".","."
"Electrodynamics II","Course Total","68","2.743","20.6","2.9","23.5","25.0","23.5","1.5","2.9",".",".",".",".",".",".",".",".","."
