"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","331","2.716","23.3","6.3","26.9","7.9","24.8","4.8","5.4","0.3",".",".",".",".",".","0.3",".","."
"","103
002","348","3.011","20.7","11.5","37.1","13.2","16.7","0.6","0.3",".",".",".",".",".",".",".",".","."
"","003
103","257","3.037","24.9","5.4","46.3","1.9","19.1","1.9",".",".",".",".",".",".",".","0.4",".","."
"","004
103","327","2.689","19.3","5.8","30.6","10.1","24.2","6.1","4.0",".",".",".",".",".",".",".",".","."
"","103
005","289","3.097","29.4","16.3","28.0","10.0","11.4","3.1","1.7",".",".",".",".",".",".",".",".","."
"","103
006","257","2.856","22.6","11.3","30.0","8.2","21.0","3.5","3.5",".",".",".",".",".",".",".",".","."
"","103
007","294","2.946","21.4","14.3","31.0","8.8","19.7","4.4","0.3",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","2103","2.901","22.9","10.1","32.6","8.8","19.6","3.5","2.2","0.0",".",".",".",".",".","0.1",".","."
"General Chemistry","104
001","237","2.521","17.7","3.8","27.8","2.5","33.8","10.5","3.8",".",".",".",".",".",".",".",".","."
"General Chemistry","108
001","161","3.009","24.8","12.4","38.5","4.3","11.8","6.2","1.2",".",".",".",".",".",".","0.6",".","."
"","109
001","258","3.609","60.1","13.6","21.3","1.9","1.9","0.4","0.8",".",".",".",".",".",".",".",".","."
"","109
002","204","3.479","49.0","11.8","32.8","2.0","3.4","0.5","0.5",".",".",".",".",".",".",".",".","."
"Gen & Analytical Chem I","Course Total","462","3.552","55.2","12.8","26.4","1.9","2.6","0.4","0.6",".",".",".",".",".",".",".",".","."
"Chemical Principles I","001
115","35","3.414","42.9","14.3","31.4","5.7","5.7",".",".",".",".",".",".",".",".",".",".","."
"","221
001","78","3.096","26.9","19.2","29.5","5.1","16.7",".","2.6",".",".",".",".",".",".",".",".","."
"","221
002","39","3.932","82.1","12.8",".",".",".",".",".","2.6",".",".",".",".",".","2.6",".","."
"Analytical Chemistry","Course Total","117","3.365","45.3","17.1","19.7","3.4","11.1",".","1.7","0.9",".",".",".",".",".","0.9",".","."
"Analytical Chemistry","001
223","77","3.312","42.9","18.2","20.8","7.8","5.2","3.9","1.3",".",".",".",".",".",".",".",".","."
"","299
028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
042","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
048","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
049","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","182","2.534","9.9","2.7","35.7","7.7","34.1","5.5","2.7","1.1",".",".",".",".",".","0.5",".","."
"","342
001","17","3.382","35.3","17.6","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".","."
"","342
002","17","3.500","47.1","11.8","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","003
342","17","3.471","41.2","11.8","47.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
004","16","3.500","37.5","25.0","37.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
005","17","3.265","23.5","23.5","41.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".","."
"","006
342","15","3.233","33.3",".","46.7","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","342
007","12","3.542","41.7","25.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","342
008","7","3.167",".","28.6","57.1",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"","009
342","13","3.423","46.2",".","46.2","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","342
010","14","3.571","50.0","14.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","145","3.417","37.2","15.2","40.7","5.5","0.7",".",".",".",".",".",".",".",".","0.7",".","."
"","001
343","219","2.708","18.3","11.9","26.9","7.3","26.5","4.1","5.0",".",".",".",".",".",".",".",".","."
"","343
002","227","2.838","17.6","8.4","42.3","9.7","12.3","7.0","2.2",".",".",".",".",".",".",".",".","0.4"
"","343
003","194","2.683","18.0","7.2","28.4","3.6","37.1","2.6","3.1",".",".",".",".",".",".",".",".","."
"","004
343","48","3.469","47.9","8.3","37.5","2.1","4.2",".",".",".",".",".",".",".",".",".",".","."
"","343
005","129","2.637","18.6","10.1","24.0","6.2","30.2","3.9","6.2",".",".",".",".",".",".",".","0.8","."
"Intro Organic Chemistry","Course Total","817","2.772","19.8","9.3","31.7","6.6","24.4","4.3","3.7",".",".",".",".",".",".",".","0.1","0.1"
"","344
001","16","3.219","18.8","25.0","37.5","18.8",".",".",".",".",".",".",".",".",".",".",".","."
