"","999
058","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
063","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading and Research","Course Total","18","3.966","66.7","5.6",".",".",".",".",".","22.2",".",".","",".","5.6",".",".",".","."
"ANTHRO
156","Dept. Total","1866","3.266","31.4","23.5","24.5","7.4","6.8","2.0","0.9","2.5","0.1",".","",".","0.5","0.2","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"156
ANTHRO","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","553","3.126","21.5","27.1","29.1","8.1","9.9","3.1","0.7",".",".",".","",".",".","0.2","0.2",".","."
"Sophomore","","354","3.225","30.5","22.3","25.1","11.0","8.5","1.4","0.6",".",".",".","",".",".","0.3","0.3",".","."
"Junior","","332","3.208","26.8","26.8","26.8","8.7","5.4","2.1","1.8","0.6","0.6",".","",".",".",".","0.3",".","."
"Senior","","414","3.316","36.2","22.2","26.1","5.8","5.6","1.7","1.2","1.0",".",".","",".",".",".",".","0.2","."
"Undergraduates","","1653","3.211","28.2","24.8","27.0","8.3","7.6","2.2","1.0","0.4","0.1",".","",".",".","0.1","0.2","0.1","."
"Special","","22","3.471","36.4","22.7","9.1","4.5",".","4.5",".","22.7",".",".","",".",".",".",".",".","."
"Graduate","","189","3.870","59.3","11.6","4.2",".",".",".",".","19.0",".",".","",".","5.3","0.5",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 2","","1","3.500",".","100.0",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","1866","3.266","31.4","23.5","24.5","7.4","6.8","2.0","0.9","2.5","0.1",".","",".","0.5","0.2","0.2","0.1","."
