"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"Hum Sexuality-Soc,Psych Iss","160
001","193","2.848","11.4","18.1","26.9","22.3","16.6","3.1","0.5","1.0",".",".",".",".",".",".",".","."
"","202
001","385","2.644","23.6","4.4","21.3","6.2","31.4","10.6","1.8","0.3","0.3",".",".",".",".",".",".","."
"","002
202","332","2.551","14.2","12.7","16.9","14.5","28.6","10.2","3.0",".",".",".",".",".",".",".",".","."
"","003
202","337","2.655","16.3","11.9","18.1","13.6","30.3","8.9","0.6","0.3",".",".",".",".",".",".",".","."
"","004
202","327","2.607","18.7","11.9","14.1","12.2","32.1","7.3","3.7",".",".",".",".",".",".",".",".","."
"","202
005","344","2.691","16.6","19.8","14.8","15.4","19.2","9.9","3.5","0.9",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1725","2.630","18.0","11.9","17.2","12.2","28.3","9.4","2.5","0.3","0.1",".",".",".",".",".",".","."
"","210
001","51","3.020","17.6","23.5","25.5","19.6","9.8","3.9",".",".",".",".",".",".",".",".",".","."
"","210
002","54","2.639","16.7","5.6","29.6","18.5","18.5","5.6","5.6",".",".",".",".",".",".",".",".","."
"","210
003","57","3.035","21.1","19.3","31.6","15.8","7.0","3.5","1.8",".",".",".",".",".",".",".",".","."
"","210
004","52","2.288","13.5","7.7","19.2","15.4","19.2","13.5","11.5",".",".",".",".",".",".",".",".","."
"","210
005","59","3.044","27.1","18.6","16.9","6.8","25.4","1.7",".",".",".",".",".",".","1.7","1.7",".","."
"","210
006","52","2.539","13.5","7.7","28.8","9.6","25.0","7.7","5.8",".",".",".",".",".",".","1.9",".","."
"Psychometric Methods","Course Total","325","2.769","18.5","13.8","25.2","14.2","17.5","5.8","4.0",".",".",".",".",".","0.3","0.6",".","."
"","002
225","49","2.714","12.2","8.2","30.6","12.2","34.7","2.0",".",".",".",".",".",".",".",".",".","."
"","003
225","47","3.217","36.2","12.8","25.5","8.5","12.8","2.1",".",".",".",".",".",".",".","2.1",".","."
"","005
225","47","2.766","14.9","14.9","23.4","14.9","27.7","2.1","2.1",".",".",".",".",".",".",".",".","."
"","225
006","42","2.845","19.0","7.1","26.2","19.0","28.6",".",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","185","2.883","20.5","10.8","26.5","13.5","25.9","1.6","0.5",".",".",".",".",".",".","0.5",".","."
"Honors-Psychometric Methods","280
001","14","3.214","35.7","14.3","21.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","18","3.611","50.0","27.8","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","6","3.000","16.7","16.7","33.3","16.7","16.7",".",".",".",".",".",".",".",".",".",".","."
"","386
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psych of Human Emotions","408
001","186","2.960","22.0","17.2","23.1","18.8","12.9","5.4","0.5",".",".",".",".",".",".",".",".","."
"Psychology of Motivation","409
001","86","3.186","25.6","16.3","38.4","9.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"Psychometric Methods II","410
001","18","2.833","16.7","11.1","44.4",".","22.2",".","5.6",".",".",".",".",".",".",".",".","."
"","411
003","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
005","30","3.483","40.0","20.0","36.7","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
006","23","3.522","30.4","47.8","17.4","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
007","23","3.391","13.0","56.5","26.1","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
017","24","3.396","20.8","50.0","16.7","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"","411
019","22","3.523","36.4","36.4","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"","411
026","8","3.750","50.0","12.5","12.5",".",".",".",".",".",".",".",".",".","12.5","12.5",".","."
"","411
027","24","3.167","20.8","16.7","37.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","030
411","15","3.667","53.3","26.7","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","031
411","28","3.554","39.3","35.7","21.4","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"","033
411","14","3.571","64.3",".","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","411
034","13","3.500","53.8","23.1",".","15.4","7.7",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","241","3.500","38.2","31.1","22.4","6.6","0.8",".",".",".",".",".",".",".","0.4","0.4",".","."
"Psychology of Language","002
421","15","3.733","53.3","40.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior","449
001","79","2.878","12.7","15.2","35.4","16.5","16.5",".","2.5","1.3",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 270 of 370",""
