"","790
013","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","790
015","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","790
019","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","865","3.327","36.3","25.4","20.5","7.4","5.9","1.3","1.4","0.9","0.1",".","",".","0.1","0.3",".","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.126","30.3","15.2","36.4","6.1","6.1","3.0","3.0",".",".",".","",".",".",".",".",".","."
"Sophomore","","173","3.339","34.7","30.1","21.4","7.5","4.0","1.2","1.2",".",".",".","",".",".",".",".",".","."
"Junior","","301","3.387","38.5","25.2","21.9","7.6","4.7","1.0","0.7",".",".",".","",".",".",".",".",".","0.3"
"Senior","","303","3.208","30.0","26.4","19.1","8.6","9.2","1.7","2.0","2.3",".",".","",".",".","0.7",".",".","."
"Undergraduates","","810","3.300","34.2","26.3","21.4","7.9","6.3","1.4","1.4","0.9",".",".","",".",".","0.2",".",".","0.1"
"Special","","6","2.625","16.7","16.7","16.7",".",".",".","16.7","16.7",".",".","",".",".",".",".","16.7","."
"Graduate","","49","3.868","73.5","12.2","6.1",".",".",".",".",".","2.0",".","",".","2.0","2.0",".","2.0","."
"","Dept. Total","865","3.327","36.3","25.4","20.5","7.4","5.9","1.3","1.4","0.9","0.1",".","",".","0.1","0.3",".","0.2","0.1"
