"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Air Force Today I","101
001","","14","3.679","71.4","7.1","14.3",".","7.1",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","201
001","","9","3.778","66.7","22.2","11.1",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","201
002","","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"The Air Force Way I","Course Total","","14","3.821","71.4","21.4","7.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Air Force Leadership&Mgt I","303
001","","10","3.500","40.0","20.0","40.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparatn for Active Duty I","401
001","","7","4.000","100.0",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","45","3.722","68.9","13.3","15.6",".","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","11","3.591","63.6","9.1","18.2",".","9.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","16","3.864","81.3","12.5","6.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","10","3.417","40.0","20.0","40.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","44","3.724","70.5","11.4","15.9",".","2.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","45","3.722","68.9","13.3","15.6",".","2.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
