"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"990","108","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertation","Course Total","","39","3.948","71.8",".",".","2.6",".",".",".","23.1",".",".",".","2.6",".",".",".","."
"999","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Study & Research","Course Total","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
