"L&S","","","","","","","","","","","","","","","","","","","",""
"","AFRICAN LANGUAGES & LITERA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"The African Storyteller","210","001","376","2.990","24.7","14.6","24.5","15.4","12.5","4.0","1.6","2.7",".",".",".",".",".",".",".","."
"The African Autobiography","211","001","101","3.305","12.9","49.5","28.7","5.0","1.0","2.0",".","1.0",".",".",".",".",".",".",".","."
"Hero&Trickster-Oral Traditn","270","001","29","3.103","37.9","10.3","27.6","3.4","10.3","10.3",".",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","25","2.840","12.0","8.0","36.0","24.0","20.0",".",".",".",".",".",".",".",".",".",".","."
"African Lit in Translation","300","001","23","3.261","47.8","13.0","13.0","13.0","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"Orientatn-Lang Self Instruc","302","001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Monitord Intro-African Lang","303","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Semester Arabic","321","001","15","3.136","33.3","13.3","13.3","13.3","20.0",".",".",".",".",".",".",".",".","6.7",".","."
"Third Semester Arabic","323","001","10","3.357","30.0","10.0","20.0",".","10.0",".",".","30.0",".",".",".",".",".",".",".","."
"First Semester Swahili","331","001","22","2.800","13.6","36.4","18.2","4.5","9.1","4.5","9.1","4.5",".",".",".",".",".",".",".","."
"Third Semester Swahili","333","001","11","3.409","45.5","18.2","18.2","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"First Semester Hausa","361","001","16","2.250","31.3",".","6.3","12.5","18.8","12.5","18.8",".",".",".",".",".",".",".",".","."
"Islam: Religion and Culture","370","001","9","3.000","11.1","11.1","55.6","11.1","11.1",".",".",".",".",".",".",".",".",".",".","."
"First Semester Yoruba","371","001","11","2.977","18.2","18.2","36.4",".",".",".","9.1","18.2",".",".",".",".",".",".",".","."
"Third Semester Yoruba","373","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem-Lang of West Africa","391","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study-African Lang","399","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-African Literature","402","001","14","3.716","57.1","35.7",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intmed Ancient Egypt Lang","407","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Studies-Swahili Lang-Gr","435","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings-Adv Arabic Texts","445","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Studies-Hausa Lang-Gram","465","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Topics-African Linguis","701","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Mod Afr Lit","901","001","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr: Lit Style&Linguis Form","980","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis","","Course Total","9","4.000","44.4",".",".",".",".",".",".","44.4",".",".",".","11.1",".",".",".","."
"","999","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Reading & Research","","Course Total","2","***","","","","","","","","","","","","","","","",""
