"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"","281
002","","18","3.444","22.2","50.0","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Honors: Introductory Lit","Course Total","","33","3.455","33.3","45.5","15.2","3.0",".",".","3.0",".",".",".",".",".",".",".",".","."
"","300
001","","16","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","","15","3.767","60.0","33.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","","15","3.679","40.0","46.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","","46","3.778","58.7","34.8","4.3",".",".",".",".","2.2",".",".",".",".",".",".",".","."
"","301
001","","15","3.433","26.7","33.3","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
301","","18","3.611","22.2","77.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","","17","3.559","17.6","76.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","301
004","","13","3.615","30.8","61.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Fiction Wrkshp","Course Total","","63","3.556","23.8","63.5","12.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Poetry Workshp","001
302","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Fiction Workshop","001
303","","15","3.833","73.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","307
002","","13","3.692","61.5","30.8",".",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","","24","3.771","66.7","29.2",".",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Composition-English Tchrs","001
309","","12","3.792","83.3",".","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Expository&Critical Writing","315
001","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Old English","320
001","","21","3.476","52.4","19.0","4.8","19.0","4.8",".",".",".",".",".",".",".",".",".",".","."
"History of English Language","323
001","","18","3.167","27.8","22.2","16.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"Structure of English-Tchrs","324
001","","13","3.423","46.2","15.4","15.4","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"ESL:Acad Presentatns & Disc","326
001","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Prof&Acad Writng Skills","327
001","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
001","","11","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
002","","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
003","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
004","","13","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","328
005","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Acad Skills Workshops","Course Total","","56","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"The Structure of English","329
001","","32","3.903","84.4","6.3","6.3",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"English Phonology","330
001","","23","3.182","13.0","34.8","34.8","8.7",".","4.3",".",".",".",".",".",".",".",".",".","4.3"
"English Dialects","331
001","","34","3.609","35.3","47.1","8.8","2.9",".",".",".",".",".",".",".",".",".",".",".","5.9"
"Studies in Interlanguage","332
001","","12","3.727","50.0","33.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".","."
"Eng 2nd Lang: Lang Learning","333
001","","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eng 2nd Lang: Theory & Prac","334
001","","18","3.594","27.8","50.0","11.1",".",".",".",".","5.6",".",".",".",".","5.6",".",".","."
"ESL: Techniques & Materials","335
001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Anglo-Saxons","360
001","","32","3.300","25.0","31.3","21.9","12.5",".","3.1",".","3.1",".",".",".",".",".",".","3.1","."
"Colloq:Rsch Possibilty-Engl","381
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","417
001","","38","2.789","23.7","15.8","21.1","10.5","15.8","7.9","5.3",".",".",".",".",".",".",".",".","."
"","417
002","","39","3.250","20.5","28.2","38.5","5.1","2.6","2.6",".",".",".",".",".",".",".",".","2.6","."
"Shakespeare","Course Total","","77","3.020","22.1","22.1","29.9","7.8","9.1","5.2","2.6",".",".",".",".",".",".",".","1.3","."
"17th C Literature-1600-1660","420
001","","34","3.136","20.6","23.5","20.6","26.5","5.9",".",".",".",".",".",".",".",".","2.9",".","."
