"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"399","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","015","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"399","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"399","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"399","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"408
Student Teaching-Japanese","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"422
Tchg Child Lit-Elem & Middl","001","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"425
Concrn&Constrnt-Tch Yng Chl","001","","22","3.818","95.5",".",".",".",".",".","4.5",".",".",".",".",".",".",".",".","."
"431
Young Adult Lit for Schools","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"446
Student Teaching in French","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"447
Student Teaching in German","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"455
Student Teaching in Latin","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"456
Student Teaching in Spanish","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"457
Stdt Tchg-Health Education","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"458
Stdt Tch-His&Soc St Mid Sch","001","","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"459
Stdt Tchg Hist&Soc St in HS","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"463
Seminar:K-Mid Schl Teaching","001","","47","3.968","93.6","6.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"464","001","","30","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"464","002","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"464","003","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg in Elem School","Course Total","","54","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"465","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"465","002","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stdt Tchg-Kindergarten","Course Total","","22","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"466","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"466","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Elem","Course Total","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"467","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"467","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Stdt Teaching-Music:Secndry","Course Total","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"472
Stdt Teaching Engl-Mid Schl","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"490
Stdt Teach-Science in H.S.","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"492
Student Teaching-Com Dis","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"494
Student Teaching in HS Math","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"495
Stdt Teach Sci-MiddleSchl","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"496
Stdt Teaching-English in HS","001","","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"497
Stdt Teach-Middle Schl Math","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"498","001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
