"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","101","001","16","3.400","31.3","37.5","6.3","12.5","6.3",".",".",".",".",".",".",".",".","6.3",".","."
"","101","002","16","3.188","31.3","31.3","18.8","6.3","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"First Semester Norwegian","","Course Total","32","3.290","31.3","34.4","12.5","9.4","6.3",".","3.1",".",".",".",".",".",".","3.1",".","."
"First Semester Swedish","111","001","20","3.368","30.0","25.0","30.0","5.0","5.0",".",".",".",".",".",".",".",".","5.0",".","."
"First Semester Danish","121","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","201","001","15","3.200","26.7","26.7","33.3",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","211","001","8","3.563","37.5","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Danish","221","001","7","3.333","14.3","42.9","14.3","14.3",".",".",".","14.3",".",".",".",".",".",".",".","."
"Readings in Norwegian Lit","251","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Swedish Lit","261","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Readings in Danish Lit","271","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Lit:Middle Ages-1900","373","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Hamsun-20 C Norwegian Novel","425","001","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"The Vikings","430","001","24","3.413","25.0","41.7","20.8","4.2","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"The Icelandic Sagas","435","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Scand:Politics&Hist","577","001","8","3.667","50.0",".","25.0",".",".",".",".",".",".",".",".",".","25.0",".",".","."
"Survey-Scand Lit: 1800-1890","635","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Depth","710","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","990","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","015","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","","Course Total","7","3.975","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
