"Research and Thesis","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"","799
033","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","799
035","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"THER SCI
939","Dept. Total","1150","3.585","37.0","23.5","12.5","2.4","0.9","0.2","0.1","0.3","",".","22.5","",".","",".","0.3",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.500","60.0","20.0",".",".","20.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","18","3.611","55.6","33.3",".",".","11.1",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","66","3.754","63.6","25.8","7.6",".","1.5",".","1.5",".","",".",".","",".","",".",".",".",".","."
"Senior","","939","3.591","32.7","23.1","12.9","2.4","0.2","0.1",".","0.2","",".","27.6","",".","",".","0.3",".",".","0.4"
"Undergraduates","","1028","3.604","35.2","23.4","12.3","2.2","0.6","0.1","0.1","0.2","",".","25.2","",".","",".","0.3",".",".","0.4"
"Special","","6","3.864","66.7","16.7",".",".",".",".",".","16.7","",".",".","",".","",".",".",".",".","."
"Graduate","","114","3.448","51.8","23.7","15.8","4.4","3.5","0.9",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1150","3.585","37.0","23.5","12.5","2.4","0.9","0.2","0.1","0.3","",".","22.5","",".","",".","0.3",".",".","0.3"
