"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","461","3.175","23.9","22.3","27.1","13.4","5.9","0.9","0.7","4.6","",".",".","",".","0.7","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","2.653","2.5","15.0","45.0","22.5","7.5","2.5","5.0",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","70","3.143","17.1","31.4","25.7","17.1","5.7","2.9",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","100","3.232","25.0","27.0","24.0","14.0","8.0",".",".",".","",".",".","",".",".","",".","2.0",".","."
"Senior","","182","3.147","23.6","20.9","33.0","14.3","6.6","0.5","0.5",".","",".",".","",".",".","",".","0.5",".","."
"Undergraduates","","392","3.122","20.7","23.7","30.6","15.6","6.9","1.0","0.8",".","",".",".","",".",".","",".","0.8",".","."
"Special","","5","3.450","20.0","40.0","20.0",".",".",".",".","20.0","",".",".","",".",".","",".",".",".","."
"Graduate","","64","3.731","43.8","12.5","6.3","1.6",".",".",".","31.3","",".",".","",".","4.7","",".",".",".","."
"","Dept. Total","461","3.175","23.9","22.3","27.1","13.4","5.9","0.9","0.7","4.6","",".",".","",".","0.7","",".","0.7",".","."
