"TERM : 0982","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 1997-98","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","",""
"POP HLTH
Dept. Total
810","335","3.734","52.5","26.3","10.7","0.9","0.3","",".","",".","8.4","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"810
POP HLTH","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","4","3.071",".","25.0","75.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","3","3.857","66.7","33.3",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","9","3.605","44.4","22.2","33.3",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","18","3.710","50.0","33.3","11.1",".",".","",".","",".","5.6","",".",".","",".","",".",".",".",".","."
"Graduate","291","3.737","51.9","26.5","10.0","1.0","0.3","",".","",".","9.3","",".",".","",".","",".","1.0",".",".","."
"Prof Yr 2","7","3.885","71.4","28.6",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","2","3.700","50.0","50.0",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","8","3.750","75.0",".","25.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","17","3.794","70.6","17.6","11.8",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Dept. Total","335","3.734","52.5","26.3","10.7","0.9","0.3","",".","",".","8.4","",".",".","",".","",".","0.9",".",".","."
