"MED","","","","","","","","","","","","","","","","","","","","","","",""
"BIOMOLECULAR CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","","",""
"BMOLCHEM
758","Dept. Total","420","3.443","44.3","5.2","23.6","3.6","8.1","0.7","",".","13.8","",".",".","",".","0.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","15","2.567","6.7","13.3","20.0","20.0","33.3","6.7","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","79","3.094","31.6","5.1","34.2","10.1","19.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","41","3.112","34.1","7.3","19.5","9.8","24.4","4.9","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","135","3.044","29.6","6.7","28.1","11.1","22.2","2.2","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","12","3.250","33.3","8.3","50.0",".","8.3",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","137","3.723","43.1","8.8","3.6",".",".",".","",".","42.3","",".",".","",".","2.2","",".",".",".","."
"Prof Yr 1","","136","3.588","61.0",".","36.8",".","2.2",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","136","3.588","61.0",".","36.8",".","2.2",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","420","3.443","44.3","5.2","23.6","3.6","8.1","0.7","",".","13.8","",".",".","",".","0.7","",".",".",".","."
