"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Practicum-Teaching Japanese","208
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum in Tching French","246
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Tching German","247
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practm:Secondry Sch Spanish","256
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","290
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","290
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-Secondary Sci Ed","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practm-Secondry Sch English","296
001","","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","305
001","","26","3.904","80.8","19.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
305","","24","3.875","79.2","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Rdg & Other Lang Arts","Course Total","","50","3.890","80.0","18.0","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Teaching Japanese","308
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","322
001","","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
322","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","322
003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teachng Art:Pre-Middle Schl","Course Total","","48","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Art in Secondary Education","324
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Tchg Choral Music-Sec Schl","332
001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Gen Music-Elem School","333
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Instrum Music-Elem","335
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
002","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","337
003","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Teaching Music","Course Total","","33","3.970","93.9","6.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","346
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","346
002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of French","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Teaching of German","347
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching of Hebrew","348
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","354
001","","25","3.980","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
354","","22","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
354","","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg Music:Presch-Middl Sch","Course Total","","68","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","356
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","356
002","","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Teaching of Spanish","Course Total","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","358
001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","358
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pract: Soc Studies-Sec Schl","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tchg of Hist & Other Soc St","359
001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum in Math-Sec Schl","361
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","362
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","362
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 86 of 370"
