"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Life Contingencies I","650
001","","24","3.167","20.8","25.0","25.0","25.0","4.2",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Risk Theory","654
001","","9","3.500","33.3","11.1","33.3",".",".",".","",".","","22.2",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","","33","3.242","24.2","21.2","27.3","18.2","3.0","",".","",".","6.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","3.000",".","50.0",".","50.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","28","3.250","25.0","21.4","25.0","17.9","3.6","",".","",".","7.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","30","3.232","23.3","23.3","23.3","20.0","3.3","",".","",".","6.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","","3","3.333","33.3",".","66.7",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","33","3.242","24.2","21.2","27.3","18.2","3.0","",".","",".","6.1","",".",".","",".","",".","",".",".",".","."
