"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Sch&Learning-Medieval World","311","001","6","3.417","50.0",".","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Old English","320","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Lit in Trans-Icelandic Saga","346","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Anglo-Saxons","360","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"The Vikings","430","001","19","3.026","10.5","36.8","21.1","10.5","21.1",".",".",".",".",".",".",".",".",".",".","."
"Mediaeval Latin","563","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar:Topics-Medieval Lit","950","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","37","3.108","27.0","21.6","21.6","13.5","13.5","2.7",".",".",".",".",".",".",".",".",".","."
