"Intensive Kazakh I","365
002","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Independent Study","799
002","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Smr-Ottoman & Mid E Hist","851
001","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Turkic Philology","950
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CEN ASIA
218","Dept. Total","","15","3.659","46.7","20.0","20.0",".","",".","",".","",".","13.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"218
CEN ASIA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","4","3.375","25.0","25.0","50.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","2","3.714","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","1","3.000",".",".","100.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","9","3.569","44.4","22.2","33.3",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","6","3.875","50.0","16.7",".",".","",".","",".","",".","33.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","15","3.659","46.7","20.0","20.0",".","",".","",".","",".","13.3","",".",".","",".","",".","",".",".",".","."
