"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","1920","3.276","32.8","21.0","21.7","10.5","6.4","1.4","0.6","1.0","",".","4.1",".","0.3","0.2","0.1",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.123","19.5","28.3","30.1","13.3","4.4","3.5","0.9",".","",".",".",".",".",".",".",".","."
"Sophomore","","249","3.025","18.9","23.3","29.3","15.3","8.8","2.8","1.6",".","",".",".",".",".",".",".",".","."
"Junior","","529","3.155","26.7","19.5","25.9","13.4","8.9","1.9","0.6","0.4","",".","2.5",".",".",".","0.4",".","."
"Senior","","874","3.372","36.6","21.3","18.6","8.8","5.4","0.7","0.2","0.7","",".","7.4",".",".","0.2",".",".","."
"Undergraduates","","1765","3.237","30.0","21.5","23.1","11.4","6.9","1.5","0.6","0.5","",".","4.4",".",".","0.1","0.1",".","."
"Special","","20","3.300","35.0","10.0","20.0","5.0",".",".","5.0","25.0","",".",".",".",".",".",".",".","."
"Graduate","","135","3.813","68.1","17.0","3.7",".","0.7",".","0.7","5.2","",".",".",".","3.7","0.7",".",".","."
"","College Total","1920","3.276","32.8","21.0","21.7","10.5","6.4","1.4","0.6","1.0","",".","4.1",".","0.3","0.2","0.1",".","."
