"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","745","2.827","25.1","10.6","24.7","6.7","20.9","4.0","1.9","5.1","0.1",".","",".","",".","",".","0.5","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","334","2.726","24.9","10.8","24.3","7.5","26.0","5.1","1.5",".",".",".","",".","",".","",".",".",".","."
"Sophomore","","198","2.778","24.7","8.6","30.3","4.5","22.2","4.5","3.0",".","0.5",".","",".","",".","",".","1.5",".","."
"Junior","","72","3.010","29.2","13.9","23.6","9.7","19.4","1.4","1.4",".",".",".","",".","",".","",".","1.4",".","."
"Senior","","80","3.004","30.0","12.5","26.3","8.8","13.8","3.8","2.5","2.5",".",".","",".","",".","",".",".",".","."
"Undergraduates","","684","2.805","25.9","10.7","26.2","7.0","22.8","4.4","2.0","0.3","0.1",".","",".","",".","",".","0.6",".","."
"Special","","5","4.000","60.0",".",".",".",".",".",".",".",".",".","",".","",".","",".",".","40.0","."
"Graduate","","59","3.481","13.6","10.2","8.5","3.4",".",".",".","64.4",".",".","",".","",".","",".",".",".","."
"","Dept. Total","748","2.827","25.1","10.6","24.6","6.7","20.9","4.0","1.9","5.3","0.1",".","",".","",".","",".","0.5","0.3","."
