"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"299","018","","18","3.921","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"299","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","201","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","23","3.948","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"399
Coord Intrnshp/Cooprtv Educ","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","201","3.113","25.4","10.4","40.3","13.9","6.5","1.5","1.0","1.0",".",".",".",".",".",".",".","."
"507
General Biochemistry I","001","","135","2.904","28.9","8.9","23.0","13.3","18.5","4.4","3.0",".",".",".",".",".",".",".",".","."
"511","001","","16","3.750","81.3","12.5",".",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"511","002","","18","3.750","61.1","27.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","003","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","47","3.819","78.7","14.9","4.3",".",".","2.1",".",".",".",".",".",".",".",".",".","."
"601
Protein&Enzyme Struct&Funct","001","","66","3.246","27.3","22.7","31.8","10.6","4.5",".","1.5","1.5",".",".",".",".",".",".",".","."
"612
Prokaryotic Molecular Biol","001","","36","3.371","19.4","38.9","36.1",".","2.8",".",".","2.8",".",".",".",".",".",".",".","."
"621
Plant Biochemistry","001","","15","3.179","20.0","26.7","20.0","20.0","6.7",".",".","6.7",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","58","3.250","31.0","25.9","25.9","3.4","12.1",".","1.7",".",".",".",".",".",".",".",".","."
"652
Biochemical Techniques","001","","27","3.537","33.3","40.7","25.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"653
Biochemical Techniques","001","","22","3.591","31.8","59.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","15","3.367","46.7","6.7","20.0","26.7",".",".",".",".",".",".",".",".",".",".",".","."
"681","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"691","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"692","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","11","3.962","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 11 of 370"
