"","991
005","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
009","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
010","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","6","4.000","50.0",".",".",".",".",".",".","33.3","",".",".","",".","16.7",".",".",".","."
"GERMAN
424","Dept. Total","1024","3.511","47.7","19.9","20.2","4.1","2.6","0.3","0.6","3.6","",".","0.1","",".","0.3","0.1","0.3","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","363","3.516","47.7","21.2","24.2","3.6","2.2",".","0.6","0.3","",".",".","",".",".",".","0.3",".","."
"Sophomore","","180","3.414","37.8","20.6","30.0","6.1","3.9",".",".","0.6","",".",".","",".",".",".","0.6",".","0.6"
"Junior","","146","3.495","49.3","22.6","18.5","0.7","4.8","0.7","1.4","2.1","",".",".","",".",".",".",".",".","."
"Senior","","149","3.476","45.0","25.5","17.4","5.4","3.4","1.3",".","2.0","",".",".","",".",".",".",".",".","."
"Undergraduates","","838","3.483","45.3","22.1","23.3","3.9","3.2","0.4","0.5","1.0","",".",".","",".",".",".","0.2",".","0.1"
"Special","","26","3.136","23.1","23.1","23.1","11.5",".",".","7.7",".","",".",".","",".",".","3.8","3.8","3.8","."
"Graduate","","159","3.820","63.5","8.2","3.8","3.8",".",".",".","18.2","",".","0.6","",".","1.9",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1024","3.511","47.7","19.9","20.2","4.1","2.6","0.3","0.6","3.6","",".","0.1","",".","0.3","0.1","0.3","0.1","0.1"
