"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","13","3.154","46.2","30.8",".",".","7.7","7.7","7.7",".",".",".",".",".",".",".",".","."
"","101
002","21","3.214","28.6","23.8","23.8","9.5","14.3",".",".",".",".",".",".",".",".",".",".","."
"","101
003","19","3.000","10.5","21.1","42.1","10.5","15.8",".",".",".",".",".",".",".",".",".",".","."
"","101
004","23","2.870","17.4","17.4","26.1","17.4","17.4",".","4.3",".",".",".",".",".",".",".",".","."
"","101
005","23","2.667","17.4","8.7","21.7","8.7","21.7","13.0",".","4.3","4.3",".",".",".",".",".",".","."
"","101
006","21","3.548","47.6","28.6","14.3","4.8","4.8",".",".",".",".",".",".",".",".",".",".","."
"","101
007","22","2.795","13.6","18.2","22.7","4.5","40.9",".",".",".",".",".",".",".",".",".",".","."
"","101
008","22","3.091","31.8","18.2","22.7","9.1","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","101
009","22","3.068","36.4","4.5","31.8","9.1","13.6",".","4.5",".",".",".",".",".",".",".",".","."
"","101
011","23","3.109","26.1","17.4","26.1","13.0","17.4",".",".",".",".",".",".",".",".",".",".","."
"","012
101","22","3.250","27.3","18.2","36.4","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","101
013","21","2.952","23.8","14.3","19.0","23.8","14.3","4.8",".",".",".",".",".",".",".",".",".","."
"","014
101","24","2.604","16.7","4.2","29.2","16.7","20.8","8.3","4.2",".",".",".",".",".",".",".",".","."
"","015
101","22","3.295","40.9","31.8","13.6",".","4.5","4.5","4.5",".",".",".",".",".",".",".",".","."
"","016
101","22","3.341","40.9","18.2","18.2","13.6","9.1",".",".",".",".",".",".",".",".",".",".","."
"","101
017","20","2.775","15.0","20.0","20.0","25.0","10.0","5.0","5.0",".",".",".",".",".",".",".",".","."
"","101
018","24","3.229","12.5","41.7","29.2","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"","101
019","21","3.071","28.6","9.5","33.3","14.3","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"","101
020","22","3.114","13.6","27.3","40.9","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"","101
021","21","3.350","47.6","9.5","19.0","9.5","4.8","4.8",".","4.8",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","428","3.072","26.6","18.9","25.0","11.2","13.3","2.6","1.6","0.5","0.2",".",".",".",".",".",".","."
"","001
102","18","3.000","22.2","16.7","38.9","5.6","11.1",".","5.6",".",".",".",".",".",".",".",".","."
"","102
002","20","3.425","50.0","20.0","20.0","5.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"","102
003","22","3.714","59.1","18.2","18.2",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"","102
004","21","3.625","47.6","23.8","23.8",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"","005
102","19","3.316","52.6","15.8","5.3","5.3","15.8","5.3",".",".",".",".",".",".",".",".",".","."
"","006
102","24","3.313","29.2","29.2","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
007","20","3.000","30.0","15.0","20.0","15.0","15.0",".","5.0",".",".",".",".",".",".",".",".","."
"","102
008","23","3.304","39.1","26.1","13.0",".","21.7",".",".",".",".",".",".",".",".",".",".","."
"","010
102","23","3.182","26.1","21.7","26.1","13.0","4.3","4.3",".","4.3",".",".",".",".",".",".",".","."
"","102
011","20","3.447","30.0","35.0","25.0",".","5.0",".",".","5.0",".",".",".",".",".",".",".","."
"","102
012","21","2.905","23.8","9.5","42.9","9.5",".","9.5","4.8",".",".",".",".",".",".",".",".","."
"","102
014","20","3.075","25.0","25.0","25.0","10.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","102
015","22","2.932","13.6","22.7","36.4",".","22.7","4.5",".",".",".",".",".",".",".",".",".","."
"","102
016","21","3.476","38.1","23.8","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
017","23","3.674","56.5","21.7","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
102","24","3.458","29.2","37.5","29.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","102
020","14","3.321","21.4","21.4","57.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"First Year Spanish","Course Total","355","3.308","35.2","22.8","26.5","4.8","6.8","1.4","1.4","1.1",".",".",".",".",".",".",".","."
"","203
001","24","3.125","20.8","33.3","25.0","8.3","8.3",".","4.2",".",".",".",".",".",".",".",".","."
"","002
203","24","2.938","25.0","12.5","29.2","16.7","8.3","4.2","4.2",".",".",".",".",".",".",".",".","."
"","203
003","22","3.455","45.5","22.7","22.7","4.5",".","4.5",".",".",".",".",".",".",".",".",".","."
"","004
203","24","3.326","33.3","20.8","29.2",".","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"","005
203","22","3.409","40.9","22.7","22.7","4.5","9.1",".",".",".",".",".",".",".",".",".",".","."
"","203
006","24","3.021","41.7","4.2","8.3","25.0","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"","203
007","23","3.174","43.5","8.7","21.7","8.7","13.0",".","4.3",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 290 of 370",""
