"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"","999
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
026","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Studies","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"COM ARTS
250","Dept. Total","3623","3.207","21.4","29.1","28.7","10.3","5.6","1.2","0.7","2.3","",".","0.1","",".","0.1","0.1","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","927","3.157","14.5","32.5","35.1","11.3","4.7","0.8","1.0",".","",".",".","",".",".",".","0.2",".","."
"Sophomore","","671","3.181","17.6","32.2","29.8","12.8","5.4","1.2","0.4",".","",".",".","",".",".","0.1","0.4",".","."
"Junior","","965","3.144","20.4","28.5","29.3","11.4","7.0","1.8","0.9","0.2","",".","0.3","",".",".",".","0.1",".","."
"Senior","","801","3.223","23.6","29.7","27.6","8.7","6.9","1.4","0.6","1.0","",".","0.2","",".",".","0.1","0.1",".","."
"Undergraduates","","3364","3.174","19.0","30.6","30.6","11.0","6.0","1.3","0.8","0.3","",".","0.1","",".",".","0.1","0.2",".","."
"Special","","33","3.322","21.2","30.3","27.3","9.1","3.0",".",".","9.1","",".",".","",".",".",".",".",".","."
"Graduate","","225","3.942","58.2","6.2","0.4",".",".",".",".","32.0","",".",".","",".","2.2","0.9",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","3623","3.207","21.4","29.1","28.7","10.3","5.6","1.2","0.7","2.3","",".","0.1","",".","0.1","0.1","0.2",".","."
