"High Risk Obst Clrk-Meriter","925
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
048","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
052","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"OBS&GYN
436","Dept. Total","","94","3.573","34.0","50.0","10.6","1.1","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","3.2"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","3","",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Graduate","","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","3","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","65","3.523","26.2","56.9","13.8","1.5","1.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","20","3.771","60.0","35.0","5.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","88","3.564","33.0","53.4","11.4","1.1","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","94","3.573","34.0","50.0","10.6","1.1","1.1","",".","",".","",".","",".",".","",".","",".","",".",".",".","3.2"
