"","996
022","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
025","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","996
041","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Physiology","Course Total","11","4.000","54.5",".",".",".",".",".",".","9.1","",".",".",".","36.4",".",".",".","."
"BOTANY
208","Dept. Total","853","3.027","33.5","13.6","26.5","6.1","12.1","4.2","1.4","1.6","",".",".","0.1","0.6","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","107","2.617","15.9","20.6","29.0","4.7","15.0","9.3","5.6",".","",".",".",".",".",".",".",".","."
"Sophomore","","167","2.917","18.6","16.8","35.9","9.0","13.8","3.6","2.4",".","",".",".",".",".",".",".",".","."
"Junior","","225","2.918","25.3","13.8","28.4","7.1","18.7","6.2","0.4",".","",".",".",".",".",".",".",".","."
"Senior","","202","3.078","30.7","15.3","31.2","6.9","10.4","3.0","0.5","0.5","",".",".","0.5",".","1.0",".",".","."
"Undergraduates","","701","2.914","23.8","16.0","31.1","7.1","14.6","5.1","1.7","0.1","",".",".","0.1",".","0.3",".",".","."
"Special","","14","3.689","71.4",".","7.1","14.3",".",".",".","7.1","",".",".",".",".",".",".",".","."
"Graduate","","138","3.875","79.0","2.9","4.3",".","0.7",".",".","9.4","",".",".",".","3.6",".",".",".","."
"Prof Yr 1","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","Dept. Total","854","3.027","33.5","13.6","26.5","6.1","12.1","4.2","1.4","1.8","",".",".","0.1","0.6","0.2",".",".","."
