"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9575","3.204","28.4","22.3","28.1","9.1","8.6","1.4","0.6","1.0","0.0","0.1",".","0.1","0.0","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","70","2.924","8.6","25.7","25.7","20.0","11.4","1.4","1.4",".",".","4.3",".",".",".",".",".","1.4"
"Sophomore","","524","2.808","15.5","13.0","32.3","11.5","19.8","4.4","2.1",".",".","1.5",".",".",".",".",".","."
"Junior","","2634","3.120","23.0","20.6","32.3","10.9","10.7","1.8","0.5","0.1",".",".",".",".",".","0.0",".","."
"Senior","","3911","3.108","21.4","22.0","31.2","11.7","10.7","1.7","0.6","0.6",".",".",".",".",".","0.1","0.1","."
"Undergraduates","","7139","3.089","21.4","20.9","31.6","11.5","11.4","1.9","0.7","0.4",".","0.2",".",".",".","0.0","0.0","0.0"
"Special","","202","3.356","31.7","26.2","23.3","4.0","1.5","0.5","2.5","6.9",".",".",".",".",".","1.5","2.0","."
"Graduate","","2174","3.635","51.2","26.2","17.1","1.8","0.5","0.0","0.0","2.4","0.0",".",".","0.2","0.1","0.2","0.0","."
"Prof Yr 1","","4","2.750",".",".","25.0","25.0",".",".",".","50.0",".",".",".",".",".",".",".","."
"Prof Yr 2","","11","3.672","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","45","3.412","26.7","37.8","31.1","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","60","3.437","28.3","36.7","26.7","5.0",".",".",".","3.3",".",".",".",".",".",".",".","."
"","College Total","9575","3.204","28.4","22.3","28.1","9.1","8.6","1.4","0.6","1.0","0.0","0.1",".","0.1","0.0","0.1","0.1","0.0"
