"CAVE","","","","","","","","","","","","","","","","","","","",""
"CONTINUING AND VOCATIONAL  Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"268
C A V E","","","","","","","","","","","","","","","","","","","",""
"C A V E
Dept. Total
268","242","3.761","55.0","24.8","6.2",".","0.4","",".","0.4","6.2","0.4",".","",".","5.8","0.4",".","0.4","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"268
C A V E","","","","","","","","","","","","","","","","","","","",""
"Junior","11","3.500","36.4","36.4","27.3",".",".","",".",".",".",".",".","",".",".",".",".",".","."
"Senior","38","3.777","57.9","34.2","5.3",".","2.6","",".",".",".",".",".","",".",".",".",".",".","."
"Undergraduates","49","3.732","53.1","34.7","10.2",".","2.0","",".",".",".",".",".","",".",".",".",".",".","."
"Special","22","3.580","54.5","27.3","9.1",".",".","",".","4.5",".",".",".","",".",".",".",".","4.5","."
"Graduate","171","3.799","55.6","21.6","4.7",".",".","",".",".","8.8","0.6",".","",".","8.2","0.6",".",".","."
"Dept. Total","242","3.761","55.0","24.8","6.2",".","0.4","",".","0.4","6.2","0.4",".","",".","5.8","0.4",".","0.4","."
