"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","89885","3.125","30.6","19.7","23.0","9.1","9.6","2.8","1.6","1.8","0.0","1.1","0.1","0.2","0.1","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","21542","2.959","24.2","18.6","25.2","10.1","13.4","4.5","2.5","0.0",".","1.2","0.1",".","0.0","0.1",".","0.0"
"Sophomore","","20798","2.998","23.9","19.2","26.9","11.4","12.0","3.4","1.8","0.1","0.0","0.9","0.1",".","0.1","0.2","0.0","0.0"
"Junior","","18626","3.127","28.1","21.9","25.5","9.9","9.4","2.4","1.4","0.4","0.0","0.7","0.1",".","0.1","0.3","0.0","0.0"
"Senior","","17172","3.202","32.5","21.5","22.8","9.0","8.2","2.0","1.2","1.4","0.1","0.6","0.0","0.0","0.1","0.3","0.0","0.1"
"Undergraduates","","78138","3.059","26.9","20.2","25.2","10.1","10.9","3.2","1.8","0.4","0.0","0.8","0.1","0.0","0.1","0.2","0.0","0.0"
"Special","","1380","3.403","35.8","16.4","13.4","5.1","3.3","0.4","1.6","10.7","0.1","9.1","0.3",".","0.7","0.6","2.4","0.1"
"Graduate","","10362","3.757","57.6","16.0","7.7","1.2","0.7","0.1","0.1","11.9","0.1","2.0","0.0","1.9","0.4","0.1","0.2","0.1"
"Prof Yr 1","","126","3.512","39.7","27.8","21.4","5.6","1.6",".",".","0.8",".","3.2",".",".",".",".",".","."
"Prof Yr 2","","14","3.698","50.0","21.4","21.4",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"Prof Yr 3","","17","3.821","58.8","17.6","5.9",".",".",".",".","17.6",".",".",".",".",".",".",".","."
"Prof Yr 4","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","158","3.562","43.0","25.9","19.6","4.4","1.3",".",".","3.2",".","2.5",".",".",".",".",".","."
"","College Total","90038","3.125","30.6","19.7","23.0","9.0","9.6","2.8","1.6","1.9","0.0","1.1","0.1","0.2","0.1","0.2","0.1","0.0"
