"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"454
Behavioral Neuroscience","001","","39","3.038","23.1","17.9","30.8","10.3","15.4",".","2.6",".",".",".",".",".",".",".",".","."
"455","001","","9","2.667","11.1","11.1","33.3","11.1","22.2","11.1",".",".",".",".",".",".",".",".",".","."
"455","002","","9","2.722","11.1","11.1","22.2","22.2","33.3",".",".",".",".",".",".",".",".",".",".","."
"455","003","","7","3.750","57.1","14.3","14.3",".",".",".",".",".",".",".",".",".",".","14.3",".","."
"455","004","","9","2.944","11.1","11.1","44.4","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"455","005","","8","2.125","12.5","12.5","12.5","12.5","25.0",".","25.0",".",".",".",".",".",".",".",".","."
"Lab in Behavioral Neurosci","Course Total","","42","2.793","19.0","11.9","26.2","14.3","19.0","2.4","4.8",".",".",".",".",".",".","2.4",".","."
"489
Honors Animal Behavior","001","","16","3.375","25.0","31.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"509
Abnormal Psychology","003","","106","2.895","23.6","11.3","26.4","9.4","23.6","2.8","1.9","0.9",".",".",".",".",".",".",".","."
"511
Behavior Pathology:Neuroses","001","","127","2.870","18.9","13.4","29.9","6.3","27.6","3.9",".",".",".",".",".",".",".",".",".","."
"517","001","","25","3.540","32.0","48.0","16.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"517","002","","24","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Clinical Psych","Course Total","","49","3.622","44.9","36.7","16.3","2.0",".",".",".",".",".",".",".",".",".",".",".","."
"522
Psychology of Women","001","","23","2.870","21.7",".","34.8","17.4","26.1",".",".",".",".",".",".",".",".",".",".","."
"523
Neurobiology","001","","10","3.400","30.0","40.0","10.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"530","001","","59","3.110","20.3","25.4","27.1","13.6","11.9","1.7",".",".",".",".",".",".",".",".",".","."
"530","002","","112","3.021","26.8","10.7","33.9","5.4","18.8","4.5",".",".",".",".",".",".",".",".",".","."
"Intro-Social Psychology","Course Total","","171","3.058","24.6","15.8","31.6","8.2","16.4","3.5",".",".",".",".",".",".",".",".",".","."
"532
Psychology and Law","001","","205","2.897","8.3","20.0","41.0","15.1","9.3","5.9",".",".",".",".",".",".",".","0.5",".","."
"560","001","","178","2.562","20.2","3.9","25.3","5.1","30.9","11.2","3.4",".",".",".",".",".",".",".",".","."
"560","002","","34","3.227","20.6","32.4","23.5","11.8","8.8",".",".",".",".",".",".",".","2.9",".",".","."
"Child Psychology","Course Total","","212","2.666","20.3","8.5","25.0","6.1","27.4","9.4","2.8",".",".",".",".",".","0.5",".",".","."
"585
Honors Seminar-Social Psych","001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"610
Stat Anal-Psych Experiments","001","","22","3.386","31.8","22.7","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"619
Biology of Mind","001","","19","3.211","36.8","26.3","10.5","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"653
Organization and Job Design","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"681","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 271 of 370",""
